Timestamp,mobile-15,mobile-13,mobile-14,mobile-9,mobile-39,mobile-37,mobile-21,mobile-43,mobile-10,mobile-22,mobile-32,mobile-44,mobile-34,mobile-49,mobile-46,mobile-23,mobile-45,mobile-8,mobile-31,mobile-36,mobile-7,mobile-12,mobile-5,mobile-11,mobile-42
2020-04-06 04:10:00,,,,,,,,26.0,27.0,27.0,,,,,,,,,,,,,,,
2020-04-06 04:20:00,,,,,,,,26.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-06 04:30:00,,,,,,,,23.0,22.0,22.0,,,,,,,,,,,,,,,
2020-04-06 04:40:00,,,,,,,,25.0,26.0,25.0,,,,,,,,,,,,,,,
2020-04-06 04:50:00,,,,,,,,24.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-06 05:00:00,,,,,,,,25.0,24.0,22.0,,,,,,,,,,,,,,,
2020-04-06 05:10:00,,,,,,,,22.0,23.0,28.0,,,,,,,,,,,,,,,
2020-04-06 05:20:00,,,,,,,,24.0,23.0,22.0,,,,,,,,,,,,,,,
2020-04-06 05:30:00,,,,,,,,24.0,23.0,23.0,,,,,,,,,,,,,,,
2020-04-06 05:40:00,,,,,,,,27.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-06 05:50:00,,,,,,,,24.0,22.0,25.0,,,,,,,,,,,,,,,
2020-04-06 06:00:00,,,,,,,,26.0,24.0,26.0,,,,,,,,,,,,,,,
2020-04-06 06:10:00,,,,,,,,28.0,,24.0,,,,,,,,,,,,,,,
2020-04-06 06:20:00,,,,18.0,,,,26.0,,26.0,,,,,,,,,,,,,,,
2020-04-06 06:30:00,,,,18.0,,,,25.0,,24.0,,,,,,,,,,,,,,,
2020-04-06 06:40:00,,,,17.0,,,,24.0,,23.0,,,,,,,,,,,,,,,
2020-04-06 06:50:00,,,,,,,,24.0,,,,,,,,,,,,,,,,,
2020-04-06 07:00:00,,,,,,,,23.0,,,,,,,,,,,,,,,,,
2020-04-06 07:10:00,,,,,,,,24.0,,,,,,,,,,,,,,,,,
2020-04-06 07:20:00,,,,,,,,27.0,,,,,,,,,,,51.0,,,,,,
2020-04-06 07:30:00,,,,,,,,23.0,,,,,,,,,,,48.0,,,,,,
2020-04-06 07:40:00,,,,,,,,24.0,,,50.0,,,,,,,50.0,50.0,,,,,,
2020-04-06 07:50:00,,,,,,,,25.0,,,58.0,,,,,,,,49.0,,,,,,
2020-04-06 08:00:00,,,,,,,,25.0,,,,,,,,,,,48.0,,,,,,
2020-04-06 08:10:00,,,,,,,,22.0,,,,,,,,,,,49.0,,44.0,,,,
2020-04-06 08:20:00,,,,,,,,25.0,,,,,,,,,,,48.0,,42.0,,,,
2020-04-06 08:30:00,,,,,,,,24.0,,,,,,,,,,,48.0,,42.0,,,,
2020-04-06 08:40:00,,,,,,,,26.0,,,,,,,,,,,49.0,,41.0,,,,
2020-04-06 08:50:00,,,,,,,,27.0,,,,,,,,,,,50.0,,47.0,,,,
2020-04-06 09:00:00,,,,,,,,23.0,,,,,,,,,,,49.0,,43.0,,,,
2020-04-06 09:10:00,,,,,,,,24.0,,,,,,,,,,,49.0,,43.0,,,,
2020-04-06 09:20:00,,,,,,,,25.0,,,,,,,,,,,49.0,,45.0,,,,
2020-04-06 09:30:00,,,,,,,,24.0,,,,,,,,,,,48.0,,45.0,,,,
2020-04-06 09:40:00,,,,,,,,27.0,,,,,,,,,,,47.0,,43.0,,,,
2020-04-06 09:50:00,,,,,,,,24.0,,,,,,,,,,,48.0,,43.0,,,,
2020-04-06 10:00:00,,,,,,,,27.0,,,,,,,,,,,50.0,,43.0,,,,
2020-04-06 10:10:00,,,,,19.0,,,25.0,,,,,,,,,,,50.0,,38.0,,,,
2020-04-06 10:20:00,,,,,20.0,,,24.0,,,,,,,,,,,48.0,,38.0,,,,
2020-04-06 10:30:00,,,,,19.0,,,27.0,,,,22.0,,,,,,,49.0,,43.0,,,,
2020-04-06 10:40:00,,,,,15.0,,,24.0,,,,34.0,,,,,,,51.0,,884.8006581850972,,,,
2020-04-06 10:50:00,,,,,17.0,,,26.0,,,,28.0,,,,,,,48.0,,40.0,,,,
2020-04-06 11:00:00,,,,,18.0,,,24.0,,,,32.0,,,,,,,49.0,,38.0,,,,
2020-04-06 11:10:00,,,,,18.0,,,25.0,,,,30.0,,,,,,,53.0,,46.0,,,,
2020-04-06 11:20:00,,,,,18.0,,,23.0,,,,29.0,,,35.0,,,,47.0,,43.0,,,,
2020-04-06 11:30:00,,,,19.0,20.0,,,26.0,,,,29.0,,,36.0,,,,48.0,,41.0,,,,
2020-04-06 11:40:00,,,,16.0,16.0,,,27.0,,,,30.0,,,36.0,,,,49.0,,47.0,,,,
2020-04-06 11:50:00,,,,20.0,17.0,,,24.0,,,,32.0,,,35.0,,,,52.0,,42.0,47.0,,,
2020-04-06 12:00:00,,,,24.0,17.0,,,24.0,,,,34.0,,,36.0,,,,49.0,,44.0,48.0,,,
2020-04-06 12:10:00,,,,16.0,19.0,,,23.0,,,,30.0,,,40.0,,,,47.0,,48.0,,,,
2020-04-06 12:20:00,,,,17.0,18.0,,,27.0,,,,31.0,,,35.0,,,,50.0,,43.0,,,,
2020-04-06 12:30:00,,,,20.0,16.0,,,24.0,,,,28.0,,,36.0,,,,48.0,,45.0,,,,
2020-04-06 12:40:00,,,,16.0,20.0,,,27.0,,,,29.0,,,35.0,34.0,,,48.0,,41.0,,,,
2020-04-06 12:50:00,,,,17.0,17.0,,,26.0,,,,29.0,,,37.0,36.0,,,48.0,,43.0,,,,45.0
2020-04-06 13:00:00,,,,18.0,,,,27.0,,,,32.0,,,33.0,38.0,,,49.0,,40.0,,,,41.0
2020-04-06 13:10:00,,,,17.0,,,,28.0,,,,32.0,,,,38.0,,,49.0,,44.0,,,,
2020-04-06 13:20:00,,,,17.0,,,,25.0,,,,,,,,36.0,,,48.0,,45.0,,,,
2020-04-06 13:30:00,,,,16.0,,,,25.0,,,,,,,,39.0,,,54.0,,44.0,,,,
2020-04-06 13:40:00,,,,16.0,,,,884.0077853857488,,,,,,,,36.0,,,47.0,,41.0,,,,
2020-04-06 13:50:00,,,,18.0,,,,27.0,,,,,,,,36.0,,,54.0,,48.0,,,,
2020-04-06 14:00:00,,,,16.0,,,,23.0,,,,,,,,37.0,,,50.0,,43.0,,,49.0,
2020-04-06 14:10:00,,,,18.0,,,,25.0,,,,,,,,38.0,,,48.0,,43.0,,,46.0,
2020-04-06 14:20:00,,,,17.0,,,,25.0,,,,,,,,37.0,,,48.0,,44.0,,,46.0,
2020-04-06 14:30:00,,,,17.0,,,,25.0,,,,,,,,37.0,,,49.0,,42.0,,,,
2020-04-06 14:40:00,,,,16.0,,,,22.0,,,,,,,,37.0,,,52.0,,45.0,,,,
2020-04-06 14:50:00,,,,16.0,,,,24.0,,,,,,,,37.0,,,47.0,,45.0,,,,
2020-04-06 15:00:00,,,,14.0,,,,24.0,,,,,,,,36.0,,,47.0,,42.0,,,,
2020-04-06 15:10:00,,,,20.0,,,,25.0,,,,,,,,37.0,,,52.0,,42.0,,,,
2020-04-06 15:20:00,,,,16.0,,,,22.0,,,,,,,,38.0,,,49.0,,38.0,,,,
2020-04-06 15:30:00,,,,22.0,,,,24.0,,,,,,,,38.0,,,47.0,,40.0,,,,
2020-04-06 15:40:00,,,,20.0,,,,24.0,,,,,,,,37.0,,,48.0,,39.0,,,,
2020-04-06 15:50:00,,,,17.0,,,,22.0,,,,,,,,37.0,,,47.0,,42.0,,,,
2020-04-06 16:00:00,,,,14.0,,,,23.0,,,,,,,,36.0,,,51.0,,40.0,,,,
2020-04-06 16:10:00,,,,17.0,,,,23.0,,,,,,,,,,,47.0,,44.0,,,,
2020-04-06 16:20:00,,,,20.0,,,,24.0,24.0,,,,,,,,,,,,42.0,,,,
2020-04-06 16:30:00,,,,16.0,,,,23.0,25.0,,,,,,,,,,,,41.0,,,,
2020-04-06 16:40:00,,,,17.0,,,,25.0,23.0,20.0,,,16.0,,,,,,,,40.0,,,,48.0
2020-04-06 16:50:00,,,,22.0,,,,24.0,24.0,22.0,52.0,,18.0,,,,,,,,41.0,,,46.0,
2020-04-06 17:00:00,,,,17.0,,,,850.4804223545217,23.0,23.0,48.0,,,,,,,,,,,,,45.0,
2020-04-06 17:10:00,,,,13.0,,,,25.0,24.0,28.0,,,,,,,,,,,,,,44.0,
2020-04-06 17:20:00,,,,,,,,24.0,26.0,21.0,,,,,,,,,,,,,,,
2020-04-06 17:30:00,,,,,,,,24.0,25.0,,,,,,,,,,,,,,,,
2020-04-06 17:40:00,,,,,,,,26.0,22.0,,,,,,,,,,,,,,,,
2020-04-06 17:50:00,,,,,,,,30.0,23.0,,,,,,,,,,,,,,,,
2020-04-06 18:00:00,,,,,,,,25.0,27.0,,,,,,,,,,,,,,,,
2020-04-06 18:10:00,,,,,,,,25.0,23.0,,,,,,,,,,,,,,,,
2020-04-06 18:20:00,,,,,,,,31.0,25.0,,,,,,,,,,,,,,,,
2020-04-06 18:30:00,,,,,,,,24.0,24.0,,,,,,,,,,,,,,,,
2020-04-06 18:40:00,,,,,,,,25.0,25.0,,,,,,,,,,,,,,,,
2020-04-06 18:50:00,,,,,,,,25.0,717.9545696216983,,,,,,,,,,,,,,,,
2020-04-06 19:00:00,,,,,,,,24.0,22.0,24.0,,,,,,,,,,,,,,,
2020-04-06 19:10:00,,,,,,,,26.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-06 19:20:00,,,,,,,,27.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-06 19:30:00,,,,,,,,24.0,23.0,609.9814572975379,,,,,,,,,,,,,,,
2020-04-06 19:40:00,,,,,,,,25.0,24.0,26.0,,,,,,,,,,,,,,,
2020-04-06 19:50:00,,,,,,,,25.0,24.0,24.0,,,,,,,,,,,,,,,
2020-04-06 20:00:00,,,,,,,,26.0,23.0,25.0,,,,,,,,,,,,,,,
2020-04-06 20:10:00,,,,,,,,26.0,26.0,24.0,,,,,,,,,,,,,,,
2020-04-06 20:20:00,,,,,,,,25.0,25.0,23.0,,,,,,,,,,,,,,,
2020-04-06 20:30:00,,,,,,,,26.0,27.0,26.0,,,,,,,,,,,,,,,
2020-04-06 20:40:00,,,,,,,,27.0,24.0,25.0,,,,,,,,,,,,,,,
2020-04-06 20:50:00,,,,,,,,28.0,23.0,26.0,,,,,,,,,,,,,,,
2020-04-06 21:00:00,,,,,,,,24.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-06 21:10:00,,,,,,,,27.0,25.0,27.0,,,,,,,,,,,,,,,
2020-04-06 21:20:00,,,,,,,,23.0,26.0,26.0,,,,,,,,,,,,,,,
2020-04-06 21:30:00,,,,,,,,24.0,22.0,24.0,,,,,,,,,,,,,,,
2020-04-06 21:40:00,,,,,,,,25.0,22.0,1283.9940255725035,,,,,,,,,,,,,,,
2020-04-06 21:50:00,,,,,,,,26.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-06 22:00:00,,,,,,,,24.0,28.0,21.0,,,,,,,,,,,,,,,
2020-04-06 22:10:00,,,,,,,,26.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-06 22:20:00,,,,,,,,23.0,28.0,24.0,,,,,,,,,,,,,,,
2020-04-06 22:30:00,,,,,,,,28.0,24.0,24.0,,,,,,,,,,,,,,,
2020-04-06 22:40:00,,,,,,,,24.0,26.0,25.0,,,,,,,,,,,,,,,
2020-04-06 22:50:00,,,,,,,,24.0,29.0,26.0,,,,,,,,,,,,,,,
2020-04-06 23:00:00,,,,,,,,24.0,28.0,24.0,,,,,,,,,,,,,,,
2020-04-06 23:10:00,,,,,,,,26.0,26.0,26.0,,,,,,,,,,,,,,,
2020-04-06 23:20:00,,,,,,,,25.0,28.0,29.0,,,,,,,,,,,,,,,
2020-04-06 23:30:00,,,,,,,,22.0,25.0,25.0,,,,,,,,,,,,,,,
2020-04-06 23:40:00,,,,,,,,26.0,24.0,27.0,,,,,,,,,,,,,,,
2020-04-06 23:50:00,,,,,,,,26.0,26.0,22.0,,,,,,,,,,,,,,,
2020-04-07 00:00:00,,,,,,,,24.0,23.0,25.0,,,,,,,,,,,,,,,
2020-04-07 00:10:00,,,,,,,,27.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-07 00:20:00,,,,,,,,25.0,26.0,25.0,,,,,,,,,,,,,,,
2020-04-07 00:30:00,,,,,,,,23.0,25.0,26.0,,,,,,,,,,,,,,,
2020-04-07 00:40:00,,,,,,,,27.0,418.8109203642624,607.4546788342187,,,,,,,,,,,,,,,
2020-04-07 00:50:00,,,,,,,,22.0,25.0,23.0,,,,,,,,,,,,,,,
2020-04-07 01:00:00,,,,,,,,24.0,26.0,22.0,,,,,,,,,,,,,,,
2020-04-07 01:10:00,,,,,,,,27.0,29.0,25.0,,,,,,,,,,,,,,,
2020-04-07 01:20:00,,,,,,,,25.0,26.0,24.0,,,,,,,,,,,,,,,
2020-04-07 01:30:00,,,,,,,,25.0,24.0,23.0,,,,,,,,,,,,,,,
2020-04-07 01:40:00,,,,,,,,25.0,24.0,23.0,,,,,,,,,,,,,,,
2020-04-07 01:50:00,,,,,,,,29.0,23.0,22.0,,,,,,,,,,,,,,,
2020-04-07 02:00:00,,,,,,,,26.0,24.0,25.0,,,,,,,,,,,,,,,
2020-04-07 02:10:00,,,,,,,,26.0,28.0,23.0,,,,,,,,,,,,,,,
2020-04-07 02:20:00,,,,,,,,22.0,24.0,27.0,,,,,,,,,,,,,,,
2020-04-07 02:30:00,,,,,,,,23.0,24.0,25.0,,,,,,,,,,,,,,,
2020-04-07 02:40:00,,,,,,,,28.0,26.0,26.0,,,,,,,,,,,,,,,
2020-04-07 02:50:00,,,,,,,,27.0,23.0,22.0,,,,,,,,,,,,,,,
2020-04-07 03:00:00,,,,,,,,28.0,25.0,23.0,,,,,,,,,,,,,,,
2020-04-07 03:10:00,,,,,,,,26.0,27.0,24.0,,,,,,,,,,,,,,,
2020-04-07 03:20:00,,,,,,,,23.0,23.0,23.0,,,,,,,,,,,,,,,
2020-04-07 03:30:00,,,,,,,,25.0,24.0,23.0,,,,,,,,,,,,,,,
2020-04-07 03:40:00,,,,,,,,26.0,26.0,24.0,,,,,,,,,,,,,,,
2020-04-07 03:50:00,,,,,,,,26.0,24.0,24.0,,,,,,,,,,,,,,,
2020-04-07 04:00:00,,,,,,,,26.0,25.0,23.0,,,,,,,,,,,,,,,
2020-04-07 04:10:00,,,,,,,,26.0,29.0,27.0,,,,,,,,,,,,,,,
2020-04-07 04:20:00,,,,,,,,24.0,25.0,25.0,,,,,,,,,,,,,,,
2020-04-07 04:30:00,,,,,,,,25.0,24.0,26.0,,,,,,,,,,,,,,,
2020-04-07 04:40:00,,,,,,,,24.0,22.0,27.0,,,,,,,,,,,,,,,
2020-04-07 04:50:00,,,,,,,,25.0,29.0,25.0,,,,,,,,,,,,,,,
2020-04-07 05:00:00,,,,,,,,26.0,27.0,25.0,,,,,,,,,,,,,,,
2020-04-07 05:10:00,,,,,,,,32.0,25.0,23.0,,,,,,,,,,,,,,,
2020-04-07 05:20:00,,,,,,,,22.0,24.0,27.0,,,,,,,,,,,,,,,
2020-04-07 05:30:00,,,,,,,,26.0,27.0,24.0,,,,,,,,,,,,,,,
2020-04-07 05:40:00,,,,,,,,26.0,24.0,23.0,,,,,,,,,,,,,,,
2020-04-07 05:50:00,,,,,,,,24.0,25.0,21.0,,,,,,,,,,,,,,,
2020-04-07 06:00:00,,,,,,,,27.0,27.0,24.0,,,,,,,,,,,,,,,
2020-04-07 06:10:00,,,,,,,,25.0,23.0,27.0,,,,,,,,,,,,,,,
2020-04-07 06:20:00,,,,,,,,25.0,30.0,24.0,,,,,,,,,,,,,,,
2020-04-07 06:30:00,,,,,,,,24.0,25.0,23.0,,,,,,,,,,,,,,,
2020-04-07 06:40:00,,,,,,,,26.0,25.0,23.0,,,,,,,,,,,,,,,
2020-04-07 06:50:00,,,,,,,,26.0,25.0,23.0,,,,,,,,,,,,,,,
2020-04-07 07:00:00,,,,,,,,28.0,28.0,26.0,,,,,,,,,,,,,,,
2020-04-07 07:10:00,,,,,,,,25.0,25.0,28.0,,,,,,,,,,,,,,,
2020-04-07 07:20:00,,,,,,,,26.0,22.0,26.0,,,,,,,,,,,,,,,
2020-04-07 07:30:00,,,,,,,,25.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-07 07:40:00,,,,,,,,23.0,,24.0,,,,,,,,,,,,,,,
2020-04-07 07:50:00,,,,,,,,24.0,,23.0,,,,,,,,,,,,,,,
2020-04-07 08:00:00,,,,,,,,25.0,,24.0,,,,,,,,,,,40.0,,,,
2020-04-07 08:10:00,,,,,,,,27.0,,23.0,60.0,,,,,37.0,,,,,39.0,,,,
2020-04-07 08:20:00,,,,,,,,26.0,,27.0,44.0,,,,,36.0,,,,,42.0,,,,
2020-04-07 08:30:00,,,,,,,,23.0,,26.0,,,,,,35.0,,,,,42.0,,,,
2020-04-07 08:40:00,,,,,,,,25.0,,23.0,,,,,,36.0,,,,,40.0,,,,
2020-04-07 08:50:00,,,,,,,,28.0,,24.0,,,,,,36.0,,,,,42.0,,,,
2020-04-07 09:00:00,,,,,,,,24.0,,24.0,,,,,,37.0,,,,,40.0,,,,
2020-04-07 09:10:00,,,,,,,,25.0,,25.0,,,,,,36.0,,,,,40.0,,,,
2020-04-07 09:20:00,,,,,,,,25.0,,25.0,,,,,,37.0,,,,,39.0,,,,
2020-04-07 09:30:00,,,,,,,,24.0,,23.0,,,,,,36.0,,,,,42.0,,,,
2020-04-07 09:40:00,,,,,,,,24.0,,26.0,,,,,,36.0,,,,,40.0,,,,
2020-04-07 09:50:00,,,,,,,,27.0,,28.0,,,,,,36.0,,,,,40.0,,,,
2020-04-07 10:00:00,,,,,,,,26.0,,25.0,,,,,,37.0,,,,,40.0,,,,
2020-04-07 10:10:00,,,,,15.0,,,23.0,,25.0,,,,,,36.0,,,,,44.0,,,,
2020-04-07 10:20:00,,,,,16.0,,,25.0,,22.0,,,,,,37.0,,,,,41.0,,,,
2020-04-07 10:30:00,,,,,17.0,,,26.0,,25.0,,,,,,38.0,,,,,41.0,,,,
2020-04-07 10:40:00,,,,,18.0,,,24.0,,23.0,,,,,,36.0,,,,,41.0,,,,
2020-04-07 10:50:00,,,,,16.0,,,28.0,,24.0,,,,,,36.0,,,,,39.0,,,,
2020-04-07 11:00:00,,,,,17.0,,,26.0,,26.0,,,,,,36.0,,,,,42.0,,,,
2020-04-07 11:10:00,,,,,14.0,,,25.0,,24.0,,29.0,,,35.0,36.0,,,,,41.0,,,,
2020-04-07 11:20:00,,,,,904.6771021141707,,,30.0,,24.0,,28.0,,,37.0,35.0,,,,,40.0,,,,
2020-04-07 11:30:00,,,,,20.0,,,25.0,,24.0,,28.0,,,38.0,35.0,,,,,38.0,,,,
2020-04-07 11:40:00,,,,,16.0,,,24.0,,22.0,,29.0,,,36.0,37.0,,,,,39.0,,,,
2020-04-07 11:50:00,,,,,18.0,,,27.0,,24.0,,34.0,,,36.0,35.0,,,,,42.0,,,,
2020-04-07 12:00:00,,,,,16.0,,,23.0,,28.0,,31.0,,,36.0,37.0,,,,,38.0,,,,47.0
2020-04-07 12:10:00,,,,,15.0,,,24.0,,24.0,,32.0,,,36.0,35.0,,49.0,48.0,,40.0,,,,49.0
2020-04-07 12:20:00,,,,,15.0,,,,,21.0,,30.0,,,37.0,36.0,,48.0,49.0,,40.0,,,,47.0
2020-04-07 12:30:00,,,,,16.0,,,,,,,,,,37.0,36.0,,49.0,50.0,,38.0,,,,48.0
2020-04-07 12:40:00,,,,,16.0,,,,,,,,,,37.0,37.0,,48.0,50.0,,40.0,,,,50.0
2020-04-07 12:50:00,,,,,16.0,,,,,,,,,,38.0,37.0,,48.0,50.0,,39.0,,,,44.0
2020-04-07 13:00:00,,,,,18.0,,,,,,,,,,36.0,37.0,,50.0,49.0,,42.0,,,,
2020-04-07 13:10:00,,,,15.0,15.0,,,,,,,,,,37.0,35.0,,49.0,52.0,,38.0,,,,
2020-04-07 13:20:00,,,,18.0,14.0,,,,,,,,17.0,,35.0,36.0,,,51.0,,39.0,,,,
2020-04-07 13:30:00,,,,16.0,,,,,,,,,,,37.0,35.0,,,52.0,,38.0,,,,
2020-04-07 13:40:00,,,,18.0,,,,,,,,,,,36.0,37.0,,,48.0,,40.0,,,,
2020-04-07 13:50:00,,,,17.0,,,,,,,,,,,37.0,36.0,,,50.0,,39.0,,44.0,,
2020-04-07 14:00:00,,,,17.0,,,,,,,,,,,36.0,36.0,,,50.0,,41.0,,45.0,,
2020-04-07 14:10:00,,,,16.0,,,,,,,,,,,36.0,38.0,,,48.0,,40.0,,47.0,,
2020-04-07 14:20:00,,,,18.0,,,,,,,,,,,36.0,38.0,,,47.0,,39.0,,46.0,,
2020-04-07 14:30:00,,,,17.0,,,,,,,,,,,38.0,36.0,,,49.0,,40.0,,54.0,,
2020-04-07 14:40:00,,,,18.0,,,,,,,,,,,35.0,37.0,,,49.0,,39.0,,51.0,,
2020-04-07 14:50:00,,,,18.0,,,,,,,,,,,36.0,393.785830814515,,,52.0,,39.0,,50.0,,
2020-04-07 15:00:00,,,,18.0,,,,,,,,,,,38.0,35.0,,,48.0,,39.0,,51.0,,
2020-04-07 15:10:00,,,,16.0,,,,,,,,,,,37.0,35.0,,,50.0,,41.0,,47.0,,
2020-04-07 15:20:00,,,,16.0,,,,,,,,,,,40.0,35.0,,,51.0,,39.0,,47.0,,
2020-04-07 15:30:00,,,,16.0,,,,,,,,,,,36.0,37.0,,,51.0,,39.0,,48.0,,
2020-04-07 15:40:00,,,,18.0,,,,,,,,,,,,36.0,,,49.0,,39.0,,46.0,,
2020-04-07 15:50:00,,,,15.0,,,,23.0,,,,,,,,37.0,,,49.0,,40.0,,46.0,,
2020-04-07 16:00:00,,,,18.0,,,,24.0,,,,,,,,36.0,,,50.0,,39.0,,47.0,,
2020-04-07 16:10:00,,,,18.0,,,,26.0,21.0,,,,,,,,,,55.0,,,,45.0,,47.0
2020-04-07 16:20:00,,,,18.0,,,,23.0,27.0,,,,,,,,,,52.0,,,,48.0,,48.0
2020-04-07 16:30:00,,,,17.0,,,,25.0,24.0,,,,,,,,,,49.0,,,,45.0,,
2020-04-07 16:40:00,,,,16.0,,,,23.0,26.0,,,,16.0,,,,,,47.0,,,,47.0,,
2020-04-07 16:50:00,,,,17.0,,,,24.0,23.0,,,,17.0,,,,,,47.0,,,,46.0,,
2020-04-07 17:00:00,,,,17.0,,,,27.0,25.0,,58.0,,,,,,,,,,,,44.0,,
2020-04-07 17:10:00,,,,,,,,1023.8105602040249,28.0,,,,,,,,,,,,,,,,
2020-04-07 17:20:00,,,,,,,,25.0,21.0,20.0,,,,,,,,,,,,,,,
2020-04-07 17:30:00,,,,,,,,25.0,24.0,23.0,,,,,,,,,,,,,,,
2020-04-07 17:40:00,,,,,,,,24.0,25.0,29.0,,,,,,,,,,,,,,,
2020-04-07 17:50:00,,,,,,,,23.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-07 18:00:00,,,,,,,,23.0,25.0,24.0,,,,,,,,,,,,,,,
2020-04-07 18:10:00,,,17.0,,,,,28.0,24.0,25.0,,,,,,,,,,,,,,,
2020-04-07 18:20:00,,,19.0,,,,,25.0,920.0854330622614,26.0,,,,,,,,,,,,,,,
2020-04-07 18:30:00,,,19.0,,,,,27.0,23.0,24.0,,,,,,,,,,,,,,,
2020-04-07 18:40:00,,,17.0,,,,,24.0,25.0,23.0,,,,,35.0,,,,,,,,,,
2020-04-07 18:50:00,,,16.0,,,,,21.0,25.0,23.0,,,,,38.0,,,,,,,,,,
2020-04-07 19:00:00,,,17.0,,,,,,24.0,26.0,,,,,36.0,,,,,,,,,,
2020-04-07 19:10:00,,,18.0,,,,,,28.0,22.0,,,,,,,,,,,,,,,
2020-04-07 19:20:00,,,18.0,,,,,,23.0,27.0,,,,,,,,,,,,,,,
2020-04-07 19:30:00,,,15.0,,,,,,23.0,25.0,,,,,,,,,,,,,,,
2020-04-07 19:40:00,,,12.0,,,,,,23.0,25.0,,,,,,,,,,,,,,,
2020-04-07 19:50:00,,,,,,,,,25.0,23.0,,,,,,,,,,,,,,,
2020-04-07 20:00:00,,,,,,,,,24.0,26.0,,,,,,,,,,,,,,,
2020-04-07 20:10:00,,,,,,,,,23.0,26.0,,,,,,,,,,,,,,,
2020-04-07 20:20:00,,,,,,,,,26.0,24.0,,,,,,,,,,,,,,,
2020-04-07 20:30:00,,,,,,,,,24.0,29.0,,,,21.0,,,,,,,,,,,
2020-04-07 20:40:00,,,,,,,,23.0,25.0,25.0,,,,20.0,37.0,,,,,,,,,,
2020-04-07 20:50:00,,,,,,,,25.0,23.0,24.0,,,,20.0,37.0,,,,,,,,,,
2020-04-07 21:00:00,,,,,,,,21.0,24.0,25.0,,,,,,,,,,,,,,,
2020-04-07 21:10:00,,,,,,,,25.0,26.0,24.0,,,,,,,,,,,,,,,
2020-04-07 21:20:00,,,,,,,,27.0,23.0,25.0,,,,,,,,,,,,,,,
2020-04-07 21:30:00,,,,,,,,24.0,23.0,26.0,,,,,,,,,,,,,,,
