Timestamp,mobile-49,mobile-36_x,mobile-9_x,mobile-17_x,mobile-19_x,mobile-46_x,mobile-47_x,mobile-6_x,mobile-40_x,mobile-15_x,mobile-44_x,mobile-39_x,mobile-20_x,mobile-37_x,mobile-21_x,mobile-43_x,mobile-33_x,mobile-23_x,mobile-10_x,mobile-34_x,mobile-8_x,mobile-24_x,mobile-1_x,mobile-27_x,mobile-7_x,mobile-5_x,mobile-13_x,mobile-4_x,mobile-31_x,mobile-32_x,mobile-22_x,mobile-14_x,mobile-42_x,mobile-12_x,mobile-37_y,mobile-44_y,mobile-38,mobile-19_y,mobile-5_y,mobile-40_y,mobile-36_y,mobile-15_y,mobile-20_y,mobile-4_y,mobile-2_x,mobile-33_y,mobile-23_y,mobile-11,mobile-24_y,mobile-7_y,mobile-27_y,mobile-6_y,mobile-47_y,mobile-17_y,mobile-1_y,mobile-46_y,mobile-9_y,mobile-39_y,mobile-42_y,mobile-13_y,mobile-31_y,mobile-10_y,mobile-16_x,mobile-12_y,mobile-8_y,mobile-40,mobile-41_x,mobile-39_x,mobile-17,mobile-25_x,mobile-47_x,mobile-6,mobile-36,mobile-15_x,mobile-4,mobile-35_x,mobile-2_y,mobile-24_x,mobile-19,mobile-20_x,mobile-27_x,mobile-43_y,mobile-9_x,mobile-23_x,mobile-42_x,mobile-31_x,mobile-44_x,mobile-16_y,mobile-12,mobile-8,mobile-7,mobile-25_y,mobile-46_x,mobile-35_y,mobile-33_x,mobile-20_y,mobile-23_y,mobile-34_y,mobile-24_y,mobile-45_x,mobile-31_y,mobile-27_y,mobile-47_y,mobile-22_y,mobile-42_y,mobile-14_y,mobile-44_y,mobile-21_y,mobile-20,mobile-33_y,mobile-37,mobile-41_y,mobile-23,mobile-34,mobile-24,mobile-10,mobile-32_y,mobile-31,mobile-27,mobile-35,mobile-15_y,mobile-47,mobile-45_y,mobile-13,mobile-22,mobile-39_y,mobile-9_y,mobile-46_y
2020-04-06 06:10:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,40.0,,,,,,,,10.0,50.0,,,,44.0,,,,,,,,,,,,40.0,,,,,,,,,,49.0,40.0,43.0,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,39.0,,,,
2020-04-06 06:20:00,,,,,,,15.0,,,,,,55.0,36.0,,,,,,,,,,,51.0,,,,,,,,,50.0,,,,19.0,,,,,,,,,,,,46.0,,,,,,,,10.0,49.0,,,,46.0,,,,,,,,,,,,45.0,,,,,,,,,,53.0,37.0,42.0,,,,,,,,,30.0,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,
2020-04-06 06:30:00,,,,,,,,,,,,,49.0,42.0,,,,,,,,,,,48.0,,,,,,,47.0,48.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,45.0,,35.0,,47.0,,,,,,,,,,,,,,,,,,,,,,51.0,37.0,41.0,,,,,,,,,31.0,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,
2020-04-06 06:40:00,,,,21.0,,,,,,,,22.0,45.0,,,,,,,,,,,,49.0,,,38.0,,,,50.0,50.0,51.0,,,,,,,,,,,,,,,,,,,,,,,46.0,10.0,,,37.0,,47.0,,,,,,,,,,,,,,,,,468.63815493010287,,,,,48.0,,38.0,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,
2020-04-06 06:50:00,,,,20.0,,,,,,,,21.0,48.0,,,,,,,,,,,,,,,37.0,,,44.0,,,49.0,,,,,,,,,,,,,23.0,,,,,,,,,,49.0,9.0,,,,,760.0484515228169,,,,,21.0,,,,,,,,,,,,31.0,,,,44.0,57.0,,39.0,,,,46.0,,,,,,,,,,,,45.0,,,,,26.0,,,,,,,,,,,,,,,,,,,,
2020-04-06 07:00:00,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,37.0,,,46.0,,,48.0,,,,,,,,,,,,,23.0,,,,,,,,,,,9.0,,,,,,,,,,20.0,,,,,22.0,,,,,,,30.0,,,,45.0,53.0,,37.0,,,,46.0,,,,,,,,,,,,49.0,,,,,28.0,,,,,,,,,,,,,,,,,,,,
2020-04-06 07:10:00,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,48.0,36.0,,,47.0,,,51.0,,,20.0,,,,,,,,,,,,,,62.396,,,,,,,10.0,,,,,,,,,22.0,,,,,,,,,,,,,30.0,,,,,,,39.0,,,,46.0,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,48.0,,,
2020-04-06 07:20:00,,,,,,,,,,,,,49.0,,62.306000000000004,,,,,,,,,,,,47.0,37.0,,,,,,49.0,,,,,,,,,,,,,,,,,64.40899999999999,,,,,,,45.0,,,,,,,,,20.0,,,,,,,,,,,,,30.0,,,,,,,37.0,,,,48.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,45.0,,,
2020-04-06 07:30:00,,,,,,,,,,,,,48.0,,,,,,,,,,,,,48.0,,37.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,38.0,,,,48.0,,,,,,,,,,33.0,,,,,,,24.0,,,48.0,,,,,,,,,,,,,,46.0,,,
2020-04-06 07:40:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,52.0,,37.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,49.0,,,,,,,,46.0,,35.0,,,,,,,30.0,,64.173,52.0,,,,,,,36.0,,,44.0,,,,48.0,,,
2020-04-06 07:50:00,,,,,,,,,,,,,53.0,,,48.0,,,,,,,,,,,,36.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,47.0,71.051,,,,,,,,,37.0,,,,,,,24.0,,58.104,,,,,,,,34.0,,,49.0,,39.0,,45.0,,,
2020-04-06 08:00:00,,,,,,,,,,,,,45.0,,,50.0,,,,,,,34.0,,,,,36.0,,46.0,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,37.0,,,,,,,,47.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,48.0,,42.0,,46.0,,,
2020-04-06 08:10:00,,,,,,,,,,,,,45.0,,,,,,,,,,36.0,,,,,38.0,,40.0,,,,49.0,,33.06955,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,30.0853,,,,,,,,,,,,,,30.0,,,38.0,,,,,,,,48.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,46.0,,40.0,,47.0,,,
2020-04-06 08:20:00,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,37.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,41.1112,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,50.0,,,17.0,,,,,,,,,,,,,,26.0,,,,,15.0,,,,,,,,48.0,,39.0,,46.0,,,
2020-04-06 08:30:00,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,37.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,35.1574,,,,,,,,,,,,,,30.0,,,36.0,,,,,,,,46.0,,,,,,,,,,,,,,,,,24.0,,,,,16.0,,,,,,,,48.0,,39.0,,47.0,,,
2020-04-06 08:40:00,,,,,,,,,,,,,52.0,,,,,16.0,,,,,,,,,,41.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,34.2246,,,,,,,,,,,,,,30.0,,,36.0,,,,,,,,45.0,,,,,,,,,,,,,,,,,24.0,,,,,15.0,,,,,,,,48.0,,37.0,,48.0,,,
2020-04-06 08:50:00,,,,,,,,,,,,,44.0,,,,,17.0,,,,,,,,,,37.0,,,,,,49.0,,,,,,,,,,,,,,,,,,16.0,,,,36.0,,,,,,,,,,35.2568,,,,,,,,,,,,,,31.0,,,40.0,,,,,,,,46.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,48.0,,39.0,,48.0,,,
2020-04-06 09:00:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,38.0,,,,,,48.0,,,,,,,,,,,,,,,,,,19.0,,,,36.0,,,,,,,,,,36.28515,,,,,,,,,,,,,,32.0,,,36.0,,,,,,,,46.0,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,49.0,,38.0,,45.0,,,
2020-04-06 09:10:00,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,39.0,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,39.3513,,,,,,,,,,,,,,30.0,,,38.0,,,,,,,,47.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,48.0,,40.0,,48.0,,,
2020-04-06 09:20:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,39.0,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,929.3289750734093,,,,,,,,,,,,,,31.0,,,36.0,,,,,,,,48.0,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,51.0,,37.0,,50.0,,,
2020-04-06 09:30:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,42.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,37.4241,,,,,,,,,,,,,,32.0,,,38.0,,,,,,,,51.0,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,49.0,,37.0,,50.0,,,
2020-04-06 09:40:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,41.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,36.47345,,,,,,,,,,,,,,30.0,,,39.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,582.5238806431726,,38.0,,50.0,,,
2020-04-06 09:50:00,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,40.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,39.50145,,,,,,,,,,,,,,31.0,,,39.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,48.0,,37.0,,49.0,,,
2020-04-06 10:00:00,,,,,,,,14.0,,,,,47.0,,,,,,,,,,,,,,,37.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,38.54415,,,,,,,,,,,,,,31.0,,,38.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,46.0,,37.0,,50.0,,,
2020-04-06 10:10:00,,,,,,,,18.0,,,,,43.0,,,,,,,,,,,,,,,37.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,34.5774,,,,,,,,,,,,,,33.0,,,38.0,,,,,,,,50.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,49.0,,37.0,,46.0,,,
2020-04-06 10:20:00,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,37.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,36.6047,,,,,,,,,,,,,,31.0,,,37.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,47.0,,36.0,,47.0,,,
2020-04-06 10:30:00,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,37.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,40.66735,,,,,,,,,,,,,,31.0,,,40.0,,,,,,,,47.0,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,49.0,,38.0,,46.0,,,
2020-04-06 10:40:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,37.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,36.69745,,,,,,,,,,,,,,30.0,,,37.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,47.0,,39.0,,49.0,,,
2020-04-06 10:50:00,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,37.0,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,39.736999999999995,,,,,,,,,,,,,,31.0,,,38.0,,,,,,,,46.0,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,47.0,,39.0,,49.0,,,
2020-04-06 11:00:00,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,38.0,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,38.7902,,,,,,,,,,,,,,31.0,,,38.0,,,,,,,,49.0,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,48.0,,39.0,,48.0,,,
2020-04-06 11:10:00,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,37.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,33.84935,,,,,,,,,,,,,,31.0,,,38.0,,,,,,,,48.0,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,51.0,,38.0,,47.0,,,
