Timestamp,mobile-19,mobile-18,mobile-20,mobile-17,mobile-5,mobile-38,mobile-4,mobile-36,mobile-16,mobile-2,mobile-7,mobile-27,mobile-47,mobile-1,mobile-44,mobile-15,mobile-9,mobile-25,mobile-3,mobile-41,mobile-23,mobile-37,mobile-50,mobile-31,mobile-13,mobile-10,mobile-11
2020-04-06 08:10:00,,31.06255,,,5.0,,,,,,,5.2,,,,,,,,,,,,,,,
2020-04-06 08:20:00,,,,,5.0,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-06 08:30:00,,,,,4.8,,,,,,,5.2,,,,,,,,,,,,,,,
2020-04-06 08:40:00,,,,,5.0,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-06 08:50:00,,,,,4.8,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-06 09:00:00,,,,,5.2,,,,,,,5.2,,,,,,,,,,,,,,,
2020-04-06 09:10:00,,,,,4.4,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-06 09:20:00,,,,,5.2,,,,,,,4.4,,,,,,,,,,,,,,,
2020-04-06 09:30:00,,,,,4.6,,,,,,,5.2,,,,,,,,,,,,,,,
2020-04-06 09:40:00,,,,,5.0,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-06 09:50:00,,,,,4.6,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-06 10:00:00,,,,,4.4,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-06 10:10:00,,,,,4.8,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-06 10:20:00,,,,,4.8,,,,,,,5.8,,,,,,,,,,,,,,,
2020-04-06 10:30:00,,,,,5.0,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-06 10:40:00,,,,,5.4,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-06 10:50:00,,,,,5.0,,,,,,,5.2,,,,,,,,,,,,,,,
2020-04-06 11:00:00,,,,,4.6,,,,,,,6.0,,,,,,,,,,,,,,,
2020-04-06 11:10:00,,,,,4.6,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-06 11:20:00,,,,,5.6,,,,,,,5.0,,,,,,,,,,,,,,,
2020-04-06 11:30:00,,,,,5.4,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-06 11:40:00,,,,,5.2,,,,,,,5.0,,,,,,,,,,,,,,,
2020-04-06 11:50:00,,,,,5.4,,,,,,,4.4,,,,,,,,,,,,,,,
2020-04-06 12:00:00,,,,,4.4,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-06 12:10:00,,,,,4.4,,,,,,,5.0,,,,,,,,,,,,,,,
2020-04-06 12:20:00,,,,,4.8,,,,,,,5.2,,,,,,,,,,,,,,,
2020-04-06 12:30:00,,,,,4.6,,,,,,,5.2,,,,,,,,,,,,,,,
2020-04-06 12:40:00,,,,,5.0,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-06 12:50:00,,,,,4.8,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-06 13:00:00,,,,,5.0,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-06 13:10:00,,,,,4.6,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-06 13:20:00,,,,,4.8,22.0,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-06 13:30:00,,,,,5.0,17.0,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-06 13:40:00,,,,,4.8,20.0,,,,,,5.2,,,,,,,30.6,,,,,,,,
2020-04-06 13:50:00,,,,,1003.994546310116,20.0,,,,,,4.8,,,,,,,36.2,,,,,,,,
2020-04-06 14:00:00,,,,,4.6,21.0,,,,,,4.4,,,,,,,34.4,,,,,,,,
2020-04-06 14:10:00,,,,,4.8,21.0,,,,,,5.8,,,,,,,33.0,,,,,,,,
2020-04-06 14:20:00,,,,,5.4,23.0,,,,,,4.8,,,,,,,31.8,,,,,,,,
2020-04-06 14:30:00,,,,,5.2,20.0,,,,,,4.8,,,,,,,34.0,,,,,,,,
2020-04-06 14:40:00,,,,,4.6,21.0,,,,,,4.6,,,,,,,32.8,,,,,,,,
2020-04-06 14:50:00,,,,,4.8,20.0,,,,,,4.8,,,,,,,33.4,,,,,,,,
2020-04-06 15:00:00,,,,,5.0,22.0,,,,,,5.2,,,,,,,36.4,,,,,,,,
2020-04-06 15:10:00,,,,,5.0,19.0,,,,,,4.8,,,,,,,35.2,,,,,,,,
2020-04-06 15:20:00,,,,,4.6,21.0,,,,,,4.4,,,,,,,32.4,,,,,,,,
2020-04-06 15:30:00,,,,,5.0,20.0,,,,,,5.2,,,,,,,33.8,,,,,,,,
2020-04-06 15:40:00,,,,,4.8,24.0,,,,,,317.93354199183574,,,,,,,35.4,,,,,,,,
2020-04-06 15:50:00,,,,,4.8,21.0,,,,,,5.0,,,,,,,32.6,,,,,,,,
2020-04-06 16:00:00,,,,,4.8,21.0,,,,,,5.0,,,,,,,32.4,,,,,,,,
2020-04-06 16:10:00,,,,,4.8,20.0,,,,,,4.8,,,,,,,33.0,,,,,,,,
2020-04-06 16:20:00,,,,,5.0,,,,,,,924.1624347675302,,,,,,,33.6,,41.0,,,,,,
2020-04-06 16:30:00,,,,,22.0,,,,,,,5.2,,,,,,,33.8,,,,,,,48.0,
2020-04-06 16:40:00,,,,,20.0,,,,,,,4.8,,56.58631375638938,,,,,33.8,,,,,,,,
2020-04-06 16:50:00,,38.2763,,,,,,,,,,21.0,47.0,41.065017259094226,44.0,,,,,,,,,,,,
2020-04-06 17:00:00,35.902,23.2847,,,,,,,,,,23.0,47.0,0.9242743805583652,46.0,,,,,,,,47.0,,,,
2020-04-06 17:10:00,40.911,,,,,,,,,,,,,,48.0,,,,,,,,,,,,
2020-04-06 17:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 17:30:00,,,,,,,,,,,,,,,,54.8,,,,,,,,,,,
2020-04-06 17:40:00,,,,,,,,,,,,,,,,68.8,,,,,,,,,,,
2020-04-06 17:50:00,,,,,,,,,,,,,,,,60.81,,,,,,,,,,,
2020-04-06 18:00:00,,,,,,,,,,,,,,,,60.69200000000001,,,,,,,,,,,
2020-04-06 18:10:00,,,,,,,,,,,,,,,,60.7,,,,,,,,,,,
2020-04-06 18:20:00,,,,,,,,,,,,,,,,62.592,,,,,,,,,,,
2020-04-06 18:30:00,,,,,,,,,,,,,,,,62.601000000000006,,,,,,,,,,,
2020-04-06 18:40:00,,,,,,,,,,,,,,,,66.6,,,,,,,,,,,
2020-04-06 18:50:00,,,,,,,,,,,,,,,,60.6,,,,,,,,,,,
2020-04-06 19:00:00,,,,,,,,,,,,,,,,64.6,,,,,,,,,,,
2020-04-06 19:10:00,,,,,,,,,,,,,,,,62.604,,,,,,,,,,,
2020-04-06 19:20:00,,,,,,,,,,,,,,,,653.2522630001063,,,,,,,,,,,
2020-04-06 19:30:00,,,,,,,,,,,,,,,,60.503,,,,,,,,,,,
2020-04-06 19:40:00,,,,,,,,,,,,,,,,60.505,,,,,,,,,,,
2020-04-06 19:50:00,,,,,,,,,,,,,,,40.0,68.39,,,,,,,,,,,
2020-04-06 20:00:00,,,,,,,,,,,,,,,44.0,68.40299999999999,,,,,,,,,,,
2020-04-06 20:10:00,,,,,,,,,,,,,,,50.0,58.40000000000001,,,,,,,,,,,
2020-04-06 20:20:00,,,,,,,,,,,,,,,50.0,62.40000000000001,,,,,,,,,,,
2020-04-06 20:30:00,,,,,,,,,,,,,,,46.0,62.398,,,,,,,,,,,
2020-04-06 20:40:00,,,,,,,,,,,,,,,50.0,64.362,,,,,,,,,,,
2020-04-06 20:50:00,,,,,,,,,,,,,,,42.0,60.303000000000004,,,,,,,,,,,
2020-04-06 21:00:00,,,,,,,,,,,,,,,48.0,58.297,,,,,,,,,,,
2020-04-06 21:10:00,,,,,,,,,,,,,,,44.0,56.206,,,,,,,,,,,
2020-04-06 21:20:00,,,,,,,,,,,,,,,44.0,64.199,,,,,,,,,,,
2020-04-06 21:30:00,,,,,,,,,,,,,,,44.0,82.2,,,,,,,,,,,
2020-04-06 21:40:00,,,,,,,,,,,,,,,42.0,60.2,,,,,,,,,,,
2020-04-06 21:50:00,,,,,,,,,,,,,,,44.0,56.2,,,,,,,,,,,
2020-04-06 22:00:00,,,,,,,,,,,,,,,50.0,66.2,,,,,,,,,,,
2020-04-06 22:10:00,,,,,,,,,,,,,,,46.0,60.2,,,,,,,,,,,
2020-04-06 22:20:00,,,,,,,,,,,,,,,38.0,415.2416490016036,,,,,,,,,,,
2020-04-06 22:30:00,,,,,,,,,,,,,,,50.0,64.2,,,,,,,,,,,
2020-04-06 22:40:00,,,,,,,,,,,,,,,46.0,64.2,,,,,,,,,,,
2020-04-06 22:50:00,,,,,,,,,,,,,,,44.0,62.191,,,,,,,,,,,
2020-04-06 23:00:00,,,,,,,,,,,,,,,50.0,60.255,,,,,,,,,,,
2020-04-06 23:10:00,,,,,,,,,,,,,,,48.0,64.313,,,,,,,,,,,
2020-04-06 23:20:00,,,,,,,,,,,,,,,816.6698270369213,66.298,,,,,,,,,,,
2020-04-06 23:30:00,,,,,,,,,,,,,,,50.0,719.8110497025765,,,,,,,,,,,
2020-04-06 23:40:00,,,,,,,,,,,,,,,46.0,66.407,,,,,,,,,,,
2020-04-06 23:50:00,,,,,,,,,,,,,,,54.0,64.402,,,,,,,,,,,
2020-04-07 00:00:00,,,,,,,,,,,,,,,42.0,66.494,,,,,,,,,,,
2020-04-07 00:10:00,,,,,,,,,,,,,,,54.0,62.40000000000001,,,,,,,,,,,
2020-04-07 00:20:00,,,,,,,,,,,,,,,44.0,68.566,,,,,,,,,,,
2020-04-07 00:30:00,,,,,,,,,,,,,,,38.0,62.59700000000001,,,,,,,,,,,
2020-04-07 00:40:00,,,,,,,,,,,,,,,40.0,60.588,,,,,,,,,,,
2020-04-07 00:50:00,,,,,,,,,,,,,,,40.0,60.6,,,,,,,,,,,
2020-04-07 01:00:00,,,,,,,,,,,,,,,40.0,866.9711227766643,,,,,,,,,,,
2020-04-07 01:10:00,,,,,,,,,,,,,,,50.0,62.832,,,,,,,,,,,
2020-04-07 01:20:00,,,,,,,,,,,,,,,38.0,59.095,,,,,,,,,,,
2020-04-07 01:30:00,,,,,,,,,,,,,,,48.0,65.203,,,,,,,,,,,
2020-04-07 01:40:00,,,,,,,,,,,,,,,40.0,63.215,,,,,,,,,,,
2020-04-07 01:50:00,,,,,,,,,,,,,,,44.0,614.0023737816941,,,,,,,,,,,
2020-04-07 02:00:00,,,,,,,,,,,,,,,46.0,65.518,,,,,,,,,,,
2020-04-07 02:10:00,,,,,,,,,,,,,,,50.0,59.606,,,,,,,,,,,
2020-04-07 02:20:00,,,,,,,,,,,,,,,40.0,63.69499999999999,,,,,,,,,,,
2020-04-07 02:30:00,,,,,,,,,,,,,,,48.0,61.771,,,,,,,,,,,
2020-04-07 02:40:00,,,,,,,,,,,,,,,44.0,69.795,,,,,,,,,,,
2020-04-07 02:50:00,,,,,,,,,,,,,,,46.0,63.889,,,,,,,,,,,
2020-04-07 03:00:00,,,,,,,,,,,,,,,40.0,65.92699999999999,,,,,,,,,,,
2020-04-07 03:10:00,,,,,,,,,,,,,,,48.0,62.106,,,,,,,,,,,
2020-04-07 03:20:00,,,,,,,,,,,,,,,44.0,68.09,,,,,,,,,,,
2020-04-07 03:30:00,,,,,,,,,,,,,,,42.0,56.199,,,,,,,,,,,
2020-04-07 03:40:00,,,,,,,,,,,,,,,42.0,68.19,,,,,,,,,,,
2020-04-07 03:50:00,,,,,,,,,,,,,,,42.0,64.3,,,,,,,,,,,
2020-04-07 04:00:00,,,,,,,,,,,,,,,42.0,62.357,,,,,,,,,,,
2020-04-07 04:10:00,,,,,,,,,,,,,,,46.0,72.40100000000001,,,,,,,,,,,
2020-04-07 04:20:00,,,,,,,,,,,,,,,42.0,68.4,,,,,,,,,,,
2020-04-07 04:30:00,,,,,,,,,,,,,,,44.0,58.398999999999994,,,,,,,,,,,
2020-04-07 04:40:00,,,,,,,,,,,,,,,44.0,66.40100000000001,,,,,,,,,,,
2020-04-07 04:50:00,,,,,,,,,,,,,,,48.0,68.508,,,,,,,,,,,
2020-04-07 05:00:00,,,,,,,,,,,,,,,44.0,60.5,,,,,,,,,,,
2020-04-07 05:10:00,,,,,,,,,,,,,,,44.0,62.499,,,,,,,,,,,
2020-04-07 05:20:00,,,,,,,,,,,,,,,42.0,66.622,,,,,,,,,,,
2020-04-07 05:30:00,,,,,,,,,,,,,,,52.0,60.53999999999999,,,,,,,,,,,
2020-04-07 05:40:00,,,,,,,,,,,,,,,42.0,60.599,,,,,,,,,,,
2020-04-07 05:50:00,,,,,,,,,,,,,,,40.0,64.601,,,,,,,,,,,
2020-04-07 06:00:00,,,,,,,,,,,,,,,44.0,62.6,,,,,,,,,,,
2020-04-07 06:10:00,,,,,,,,,,,,,45.0,,44.0,66.6,,,,,,,,,,,
2020-04-07 06:20:00,,,,,,,,,,,,,,,40.0,,,,,,47.0,,,,,,
2020-04-07 06:30:00,,,,,,,,,,,,,,,40.0,,,,,,41.0,,,,,,
2020-04-07 06:40:00,,,,,,,,,,,,,,,44.0,,,,,,,,,,49.0,,
2020-04-07 06:50:00,,,,,,,,,,,,,,,44.0,,,,,,,,,,42.0,,
2020-04-07 07:00:00,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,
2020-04-07 07:10:00,,,,,,,,,,,,17.0,,,42.0,,,,,,,,,,,,
2020-04-07 07:20:00,,,,,,,,,,,,27.0,,,46.0,,,,,,,,50.0,,,,
2020-04-07 07:30:00,,39.9709,,,,,,,,,,27.0,,,38.0,,,,,,,,,,,,
2020-04-07 07:40:00,,43.00415,,,,,,,,,,5.2,,,,,,,,,,,,,,,
2020-04-07 07:50:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-07 08:00:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-07 08:10:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-07 08:20:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-07 08:30:00,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,
2020-04-07 08:40:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-07 08:50:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-07 09:00:00,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
2020-04-07 09:10:00,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
2020-04-07 09:20:00,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,
2020-04-07 09:30:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-07 09:40:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-07 09:50:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-07 10:00:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-07 10:10:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-07 10:20:00,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,
2020-04-07 10:30:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-07 10:40:00,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
2020-04-07 10:50:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-07 11:00:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-07 11:10:00,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
2020-04-07 11:20:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-07 11:30:00,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-07 11:40:00,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
2020-04-07 11:50:00,,,,,,,,,,,,4.8,,,,,,,,,,,,,46.0,,
2020-04-07 12:00:00,,,,,,22.0,,,,,,5.2,,,,,,,,,,,,,44.0,,
2020-04-07 12:10:00,,,,,,19.0,,,,,,5.0,,,,,,,,,,,,,,,
2020-04-07 12:20:00,,,,,,20.0,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-07 12:30:00,,,,,,20.0,,,,,,4.6,,,,,,,,,,,,,,,
2020-04-07 12:40:00,,,,,26.0,23.0,15.0,,,,22.0,4.6,,,,,,,,,,,,,,,
2020-04-07 12:50:00,,,25.0,,22.0,20.0,16.0,,,,16.0,4.8,,33.668416869403394,,,,32.0,,,,,,,,,
2020-04-07 13:00:00,,,,,5.0,22.0,,,,,,5.2,,57.09217836146603,,,,32.0,,,,,,,,,
2020-04-07 13:10:00,,,,,4.8,22.0,,,,,,4.8,,,,,,,,,,,,,,,
2020-04-07 13:20:00,,,,,4.8,22.0,,,,,,5.0,,,,,,,34.0,,,,,,,,
2020-04-07 13:30:00,,,,,4.6,25.0,,,,,,4.8,,,,,,,34.8,,,,,,,,
2020-04-07 13:40:00,,,,,5.4,21.0,,,,,,5.2,,,,,,,32.6,,,,,,,,
2020-04-07 13:50:00,,,31.0,,4.6,22.0,,,,,,4.8,,,,,,,35.0,,,,,,,,
2020-04-07 14:00:00,,,27.0,,4.6,23.0,,,,,,4.8,,,,,,,34.6,,,,,,,,
2020-04-07 14:10:00,,,,,4.6,24.0,,,,,,4.6,,,,,,,32.4,,,,,,,,
2020-04-07 14:20:00,,,,,4.2,19.0,,,,,,4.6,,,,,,,37.0,,,,,,,,
2020-04-07 14:30:00,,,,,4.6,19.0,,,,,,4.8,,,,,,,34.8,,,,,,,,
2020-04-07 14:40:00,,,,,4.6,23.0,,,,,,5.0,,,,,,,35.2,,,,,,,,
2020-04-07 14:50:00,,,,,5.6,20.0,,,,,,5.6,,,,,,,34.2,,,,,,,,
2020-04-07 15:00:00,,,,,4.4,21.0,,,,,,4.6,,,,,,,35.0,,,,,,,,
2020-04-07 15:10:00,,,,,4.6,23.0,,,,,,5.4,,,,,,,35.8,,,,,,,,
2020-04-07 15:20:00,,,,,5.0,23.0,,,,,,5.4,,,,,,,31.0,,,,,,,,
2020-04-07 15:30:00,,,,,5.0,21.0,,,,,,4.6,,,,,,,36.0,,,,,,,,
2020-04-07 15:40:00,,,,,4.8,19.0,,,,,,4.8,,,,,,,37.6,,,,,,,,
2020-04-07 15:50:00,,,,,4.4,20.0,,,,,,4.8,,,,,,,37.2,,,,,,,,
2020-04-07 16:00:00,,,,,4.6,25.0,,,,,,24.0,,,,,,,33.8,,,,,,,,
2020-04-07 16:10:00,,,,,23.0,22.0,,,,,,23.0,,,,,,,32.2,,,,46.0,,,,
2020-04-07 16:20:00,,,,,15.0,13.0,,,,,,,,,28.0,,,,,,,,47.0,,,,
2020-04-07 16:30:00,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,
2020-04-07 16:40:00,,32.28965,,,,,,,,,,,,62.36640967519637,44.0,,,,,,41.0,,,,,,
2020-04-07 16:50:00,,45.3054,,,,,,,,,,,42.0,21.70816683557037,44.0,,,,,,,,,,,44.0,
2020-04-07 17:00:00,,,,,,,,,,,,,42.0,,36.0,,,,,,,,,,,,
2020-04-07 17:10:00,37.11,,,,,,,,,,,,,,44.0,52.093999999999994,,,,,,,,,,,
2020-04-07 17:20:00,,,,,,,,,,,,,,,40.0,53.967,,,,,,,,,,,
2020-04-07 17:30:00,,,,,,,,,,,,,,,46.0,55.913000000000004,,,,,,,,,,,
2020-04-07 17:40:00,,,,,,,,,,,,,,,,55.797,,,,,,,,,,,
2020-04-07 17:50:00,,,,,,,,,,,,,,,,59.642,,,,,,,,,,,
2020-04-07 18:00:00,,,,,,,,,,,,,,,,61.609,,,,,,,,34.0,,,
2020-04-07 18:10:00,,,,,,,,,,,,,,,,65.429,,,,,,,,,,,
2020-04-07 18:20:00,,,,,,,,,,,,,,,,53.416000000000004,,,,,,,,,,,
2020-04-07 18:30:00,,,,,,,,,,,,,,,,53.266000000000005,,,,,,,,,,,
2020-04-07 18:40:00,,,,,,,,,,,,,,,,53.207,,,,,,,,,,,
2020-04-07 18:50:00,,,,,,,,,,,,,,,,51.098,,,,,,,,,,,
2020-04-07 19:00:00,,,,,,,,,,,,,,,,61.02800000000001,,,,,,,,,,,
2020-04-07 19:10:00,,,,,,,,,,,,,,,,66.911,,,,,,,,33.0,,,
2020-04-07 19:20:00,,,,,,,,,,,,,,,,56.79900000000001,,,,,,,,,,,
2020-04-07 19:30:00,,,,,,,,,,,,,,,48.0,62.73,,,,,,,,,,,
2020-04-07 19:40:00,,,,,,,,,,,,,,,44.0,538.9131628368276,,,,,,,,,,,
2020-04-07 19:50:00,,,,,,,,,,,,,,,50.0,60.56100000000001,,,,,,,,,,,
2020-04-07 20:00:00,,,,,,,,,,,,,,,44.0,58.50100000000001,,,,,,,,,,,
2020-04-07 20:10:00,,,,,,,,,,,,,,,42.0,58.40600000000001,,,,,,,,,,,
2020-04-07 20:20:00,,,,,,,,,,,,,,,48.0,50.383,,,,,,,,,,,
2020-04-07 20:30:00,,,,,,,,,,,,,,,50.0,54.208999999999996,,,,,,,,,,,
2020-04-07 20:40:00,,,,21.0,,,,,,,,,,,50.0,54.199,,,,,,,,,,,
2020-04-07 20:50:00,,,,21.0,,,,,,,,,,,36.0,50.09,,,,,,,,,,,
2020-04-07 21:00:00,,,,,,,,,,,,,,,54.0,56.11,,,,,,,,,,,
2020-04-07 21:10:00,,,,,,,,,,,,,,,40.0,55.994,,,,,,,,,,,
2020-04-07 21:20:00,,,,,,,,,,,,,,,42.0,57.997,,,,,,,,,,,
2020-04-07 21:30:00,,,,,,,,,,,,,,,54.0,67.95400000000001,,,,,,,,,,,
2020-04-07 21:40:00,,,,,,,,,,,,,,,48.0,55.89400000000001,,,,,,,,,,,
2020-04-07 21:50:00,,,,,,,,,,,,,,,44.0,61.898999999999994,,,,,,,,,,,
2020-04-07 22:00:00,,,,,,,,,,,,,,,48.0,59.90300000000001,,,,,,,,,,,
2020-04-07 22:10:00,,,,,,,,,,,,,,,42.0,58.0,,,,,,,,,,,
2020-04-07 22:20:00,,,,,,,,,,,,,,,38.0,54.104,,,,,,,,,,,
2020-04-07 22:30:00,,,,,,,,,,,,,,,44.0,54.211999999999996,,,,,,,,,,,
2020-04-07 22:40:00,,,,,,,,,,,,,,,46.0,58.401,,,,,,,,,,,
2020-04-07 22:50:00,,,,,,,,,,,,,,,44.0,60.407,,,,,,,,,,,
2020-04-07 23:00:00,,,,,,,,,,,,,,,40.0,60.612,,,,,,,,,,,
2020-04-07 23:10:00,,,,,,,,,,,,,,,48.0,56.81100000000001,,,,,,,,,,,
2020-04-07 23:20:00,,,,,,,,,,,,,,,50.0,58.996,,,,,,,,,,,
2020-04-07 23:30:00,,,,,,,,,,,,,,,44.0,65.158,,,,,,,,,,,
