Timestamp,mobile-49,mobile-36_x,mobile-9_x,mobile-17_x,mobile-19_x,mobile-46_x,mobile-47_x,mobile-6_x,mobile-40_x,mobile-15_x,mobile-44_x,mobile-39_x,mobile-20_x,mobile-37_x,mobile-21,mobile-43,mobile-33_x,mobile-23_x,mobile-10_x,mobile-34,mobile-8_x,mobile-24_x,mobile-1_x,mobile-27_x,mobile-7_x,mobile-5_x,mobile-13_x,mobile-4_x,mobile-31_x,mobile-32,mobile-22,mobile-14,mobile-42_x,mobile-12_x,mobile-37_y,mobile-44_y,mobile-38,mobile-19_y,mobile-5_y,mobile-40_y,mobile-36_y,mobile-15_y,mobile-20_y,mobile-4_y,mobile-2,mobile-33_y,mobile-23_y,mobile-11,mobile-24_y,mobile-7_y,mobile-27_y,mobile-6_y,mobile-47_y,mobile-17_y,mobile-1_y,mobile-46_y,mobile-9_y,mobile-39_y,mobile-42_y,mobile-13_y,mobile-31_y,mobile-10_y,mobile-16,mobile-12_y,mobile-8_y
2020-04-06 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,52.0,,,,46.0,,
2020-04-06 05:10:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,51.0,,,,45.0,,
2020-04-06 05:20:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,45.0,,
2020-04-06 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,48.0,,
2020-04-06 05:40:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,47.0,,,,805.7436400613257,,
2020-04-06 05:50:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,50.0,,
2020-04-06 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,47.0,,
2020-04-06 06:10:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,40.0,,,,,,,,10.0,50.0,,,,44.0,,
2020-04-06 06:20:00,,,,,,,15.0,,,,,,55.0,36.0,,,,,,,,,,,51.0,,,,,,,,,50.0,,,,19.0,,,,,,,,,,,,46.0,,,,,,,,10.0,49.0,,,,46.0,,
2020-04-06 06:30:00,,,,,,,,,,,,,49.0,42.0,,,,,,,,,,,48.0,,,,,,,47.0,48.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,45.0,,35.0,,47.0,,
2020-04-06 06:40:00,,,,21.0,,,,,,,,22.0,45.0,,,,,,,,,,,,49.0,,,38.0,,,,50.0,50.0,51.0,,,,,,,,,,,,,,,,,,,,,,,46.0,10.0,,,37.0,,47.0,,
2020-04-06 06:50:00,,,,20.0,,,,,,,,21.0,48.0,,,,,,,,,,,,,,,37.0,,,44.0,,,49.0,,,,,,,,,,,,,23.0,,,,,,,,,,49.0,9.0,,,,,760.0484515228169,,
2020-04-06 07:00:00,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,37.0,,,46.0,,,48.0,,,,,,,,,,,,,23.0,,,,,,,,,,,9.0,,,,,,,
2020-04-06 07:10:00,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,48.0,36.0,,,47.0,,,51.0,,,20.0,,,,,,,,,,,,,,62.396,,,,,,,10.0,,,,,,,
2020-04-06 07:20:00,,,,,,,,,,,,,49.0,,62.306000000000004,,,,,,,,,,,,47.0,37.0,,,,,,49.0,,,,,,,,,,,,,,,,,64.40899999999999,,,,,,,45.0,,,,,,,
2020-04-06 07:30:00,,,,,,,,,,,,,48.0,,,,,,,,,,,,,48.0,,37.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,
2020-04-06 07:40:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,52.0,,37.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 07:50:00,,,,,,,,,,,,,53.0,,,48.0,,,,,,,,,,,,36.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 08:00:00,,,,,,,,,,,,,45.0,,,50.0,,,,,,,34.0,,,,,36.0,,46.0,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06 08:10:00,,,,,,,,,,,,,45.0,,,,,,,,,,36.0,,,,,38.0,,40.0,,,,49.0,,33.06955,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 08:20:00,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,37.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 08:30:00,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,37.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 08:40:00,,,,,,,,,,,,,52.0,,,,,16.0,,,,,,,,,,41.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 08:50:00,,,,,,,,,,,,,44.0,,,,,17.0,,,,,,,,,,37.0,,,,,,49.0,,,,,,,,,,,,,,,,,,16.0,,,,36.0,,,,,,,,,
2020-04-06 09:00:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,38.0,,,,,,48.0,,,,,,,,,,,,,,,,,,19.0,,,,36.0,,,,,,,,,
2020-04-06 09:10:00,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,39.0,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,
2020-04-06 09:20:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,39.0,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 09:30:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,42.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 09:40:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,41.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 09:50:00,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,40.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 10:00:00,,,,,,,,14.0,,,,,47.0,,,,,,,,,,,,,,,37.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 10:10:00,,,,,,,,18.0,,,,,43.0,,,,,,,,,,,,,,,37.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 10:20:00,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,37.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,
2020-04-06 10:30:00,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,37.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 10:40:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,37.0,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 10:50:00,,,,,,,,,,,,,47.0,,,,,,,,,,,,,,,37.0,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 11:00:00,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,38.0,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 11:10:00,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,37.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 11:20:00,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,37.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 11:30:00,,,,,,,,,,,,,43.0,,,,,,,,,,,,,,,38.0,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,
2020-04-06 11:40:00,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,37.0,,,,,,48.0,,,,,,,,,,17.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 11:50:00,,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,36.0,,,,,,49.0,,,,,,,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 12:00:00,,,,,,,,,,,,,46.0,,,,,,,,,,,37.0,,,,40.0,,,51.0,,,50.0,,,,,,,,,,17.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 12:10:00,,,,,,,,,,,,,44.0,,,,,,,,,,,36.0,,,,36.0,,,,,,47.0,,,,,,,,,,18.0,,,,,,,,,26.0,,,38.0,,,,,,,,,
2020-04-06 12:20:00,,,,,,,,,,,,,51.0,,,,,,,,,,,35.0,,,,40.0,,,,51.0,,50.0,,,,,,,,,,18.0,,,,,,,,,29.0,,,38.0,,,,,,,,,
2020-04-06 12:30:00,,,,,,,,,,,,,46.0,,,,,,,,,,,39.0,,,,36.0,,,,43.0,,,,,,,,,,,,18.0,,,,,,,,,29.0,,,37.0,,,,,,,,,
2020-04-06 12:40:00,,,,,,14.0,,,,,,,47.0,,,,,,,,,,,36.0,,,,36.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,27.0,,,36.0,,,,,,,,,
2020-04-06 12:50:00,,,,,,17.0,,,,,,,46.0,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,28.0,,,36.0,,,,,,,,,
2020-04-06 13:00:00,,,,,,17.0,,,,,,,49.0,,,,,,27.0,,,,,,,,,37.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,27.0,,,36.0,,,,,,,,,
2020-04-06 13:10:00,,,,,,17.0,,,,,,,48.0,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,22.0,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 13:20:00,44.392,,,,,17.0,,,,,,,49.0,,,,,,,29.0,,,,,,,,37.0,,,,,,,,,,,,12.0,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 13:30:00,40.4,,,,,16.0,,,,,,,51.0,,,,,,,28.8,,,,,,,,37.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,,33.4,,38.0,,,,,,,,,
2020-04-06 13:40:00,45.404,,,,,16.0,,,,,,,45.0,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,33.8,,37.0,,,,,,,,,
2020-04-06 13:50:00,45.302,,,,,16.0,,,,,,,45.0,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 14:00:00,48.31,,,,,16.0,,,,,,,52.0,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 14:10:00,40.201,,,,,17.0,,,,,,,48.0,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 14:20:00,53.198,,,,,19.0,,,,,,,51.0,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 14:30:00,39.204,,,,,20.0,,,,,,,45.0,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 14:40:00,42.211000000000006,,,,,14.0,,,,,,,49.0,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 14:50:00,40.093,,,,,18.0,,,,,,,44.0,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 15:00:00,40.102,,,,,15.0,,16.0,,,,,45.0,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 15:10:00,42.1,,,,,17.0,,17.0,,,,,49.0,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 15:20:00,41.1,,,,,15.0,,,,,,,48.0,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,782.6777425320009,,,,,,,,,
2020-04-06 15:30:00,41.1,,,,,19.0,,,,,,,53.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,38.0,,,,,,,,,
2020-04-06 15:40:00,40.11,,,,,18.0,,,,,,,47.0,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,35.0,,,,,,,,,
2020-04-06 15:50:00,40.0,,,,,20.0,,,,,,,49.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 16:00:00,44.002,,,,,19.0,,,,,,,45.0,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,39.0,,,,,,,,,
2020-04-06 16:10:00,42.997,,,,,14.0,,,,,,,50.0,,,,,,,,,,,,,,48.0,38.0,,,,,,,,,,,20.0,16.0,,,,16.0,,,,,,,,,,,,36.0,,,,,,,,,
2020-04-06 16:20:00,44.886,,,,23.0,,,,,,,,51.0,,,,,,,,,,,,,46.0,49.0,35.0,,,,,,,,,,,18.0,21.0,,,,18.0,,,,,,,,,,,,37.0,,,,,,,,,
2020-04-06 16:30:00,40.9,,,,18.0,,,,,,,,50.0,,,,,,,,,,36.0,,46.0,699.8700419732556,48.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,37.0,,47.0,,,,,,,46.0
2020-04-06 16:40:00,41.9,,,,,,,,,,,22.0,48.0,,,52.0,,16.0,,,,,35.0,,47.0,,,,,,,,,,,,,24.0,,,,,,20.0,,,,,45.0,40.0,,,,,,,,49.0,,,,,,,47.0
2020-04-06 16:50:00,42.9,,,,,,,,,,,,,,,52.0,,,,,,,,,50.0,,,,,36.0,,,,,,,,,,,,,,,,,,,43.0,34.0,,,,,,,,10.0,,,,,,,
2020-04-06 17:00:00,35.901,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,42.0,,,,,41.898999999999994,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,
2020-04-06 17:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,48.0,,50.0,,,,,,,,,,,,,,,,42.0,,,,,,,,10.0,49.0,,,,49.0,,
2020-04-06 17:20:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,46.0,,,,,,,,10.0,48.0,,,,52.0,,
2020-04-06 17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,51.0,,,,,,,,,,,,,,,,44.0,44.8,,,,,,,10.0,47.0,,,,49.0,,
2020-04-06 17:40:00,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,46.0,,,,,,,,10.0,51.0,,,,48.0,,
2020-04-06 17:50:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,47.0,,,,,,,,,,,,,,,,48.0,,,,,,,,10.0,54.0,,,,50.0,,
2020-04-06 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,46.0,,,,,,,,10.0,52.0,,,,44.0,,
2020-04-06 18:10:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,52.0,,,,,,,,10.0,54.0,,,,45.0,,
2020-04-06 18:20:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,42.0,,,,,,,,10.0,47.0,,,,48.0,,
2020-04-06 18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,44.0,,,,,,,,10.0,49.0,,,,45.0,,
2020-04-06 18:40:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,46.0,,,,,,,,9.0,48.0,,,,48.0,,
2020-04-06 18:50:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,42.0,,,,,,,,10.0,50.0,,,,47.0,,
2020-04-06 19:00:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,46.0,,,,,,,,10.0,51.0,,,,48.0,,
2020-04-06 19:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,51.0,,,,,,,,,,,,,,,,54.0,,,,,,,,10.0,47.0,,,,842.1217939858009,,
2020-04-06 19:20:00,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,47.0,,,,,,,,,,,,,,,,52.0,,,,,,,,9.0,49.0,,,,48.0,,
2020-04-06 19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,48.0,,,,,,,,9.0,48.0,,,,46.0,,
2020-04-06 19:40:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,40.0,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-06 19:50:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,51.0,,,,,,,,,,,,,,,,44.0,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-06 20:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,49.0,,
2020-04-06 20:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,46.0,,
2020-04-06 20:20:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,48.0,,
2020-04-06 20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,47.0,,,,47.0,,
2020-04-06 20:40:00,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,47.0,,
2020-04-06 20:50:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,48.0,,
2020-04-06 21:00:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,47.0,,
2020-04-06 21:10:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,52.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,51.0,,,,47.0,,
2020-04-06 21:20:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-06 21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,53.0,,,,47.0,,
2020-04-06 21:40:00,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,49.0,,,,47.0,,
2020-04-06 21:50:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,56.0,,,,51.0,,
2020-04-06 22:00:00,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,47.0,,,,48.0,,
2020-04-06 22:10:00,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,53.0,,,,48.0,,
2020-04-06 22:20:00,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,50.0,,,,51.0,,
2020-04-06 22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,,,,,487.2038555843866,,,,,,,,,,,,,,,,,,,,,,,,10.0,48.0,,,,48.0,,
