Timestamp,mobile-35,mobile-34,mobile-33,mobile-9,mobile-21,mobile-20,mobile-22,mobile-32,mobile-45,mobile-31,mobile-46,mobile-14,mobile-23,mobile-47,mobile-41,mobile-13,mobile-44
2020-04-06 16:50:00,,,,,,,,,,,35.0,51.0,,,,46.0,
2020-04-06 17:00:00,,,,,,,15.0,,,53.0,37.0,41.0,,,,,
2020-04-06 17:10:00,,,,,58.0,,17.0,,,38.0,39.0,38.0,,,,,
2020-04-06 17:20:00,,,,,58.0,,16.0,,,37.0,36.0,37.0,,,,,
2020-04-06 17:30:00,,,,,,,,,,37.0,36.0,37.0,,,,,
2020-04-06 17:40:00,,,,,,,,,,36.0,37.0,36.0,,,,,
2020-04-06 17:50:00,,,,,,,,,,37.0,37.0,38.0,,,,,
2020-04-06 18:00:00,,,,,,,,,,37.0,37.0,36.0,,,,,
2020-04-06 18:10:00,,,,,,,,,,37.0,37.0,37.0,,,,,
2020-04-06 18:20:00,,,,,,,,,,38.0,35.0,37.0,,,,,
2020-04-06 18:30:00,,,,,,,,,,36.0,36.0,38.0,,,,,
2020-04-06 18:40:00,,,,,,,,,,37.0,35.0,37.0,,,,,
2020-04-06 18:50:00,,,,,,,,,,37.0,36.0,39.0,,,,,
2020-04-06 19:00:00,,,,,,,,,,36.0,35.0,37.0,,,,,
2020-04-06 19:10:00,,,,,,,,,,36.0,36.0,38.0,,,,,
2020-04-06 19:20:00,,,,,,,,,,39.0,36.0,37.0,,,,,
2020-04-06 19:30:00,,,,,,,,,,38.0,36.0,37.0,,,,,
2020-04-06 19:40:00,,,,,,,,,,37.0,36.0,39.0,,,,,
2020-04-06 19:50:00,,,,,,,,,,37.0,36.0,35.0,,,,,
2020-04-06 20:00:00,,,,,,,,,,37.0,597.7293998594788,36.0,,,,,
2020-04-06 20:10:00,,,,,,,,,,38.0,37.0,36.0,,,,,
2020-04-06 20:20:00,,,,,,,,,,36.0,37.0,36.0,,,,,
2020-04-06 20:30:00,,,,,,,,,,35.0,36.0,37.0,,,,,
2020-04-06 20:40:00,,,,,,,,,,37.0,36.0,38.0,,,,,
2020-04-06 20:50:00,,,,,,,,,,35.0,37.0,35.0,,,,,
2020-04-06 21:00:00,,,,,,,,,,98.0,38.0,367.4609975915801,,,,,
2020-04-06 21:10:00,,,,,,,,,,37.0,36.0,38.0,,,,,
2020-04-06 21:20:00,,,,,,,,,,157.0,38.0,36.0,,,,,
2020-04-06 21:30:00,,,,,,,,,,51.0,36.0,37.0,,,,,
2020-04-06 21:40:00,,,,,,,,,,36.0,35.0,36.0,,,,,
2020-04-06 21:50:00,,,,,,,,,,38.0,37.0,39.0,,,,,
2020-04-06 22:00:00,,,,,,,,,,35.0,35.0,37.0,,,,,
2020-04-06 22:10:00,,,,,,,,,,36.0,36.0,36.0,,,,,
2020-04-06 22:20:00,,,,,,,,,,37.0,36.0,37.0,,,,,
2020-04-06 22:30:00,,,,,,,,,,40.0,37.0,38.0,,,,,
2020-04-06 22:40:00,,,,,,,,,,36.0,37.0,38.0,,,,,
2020-04-06 22:50:00,,,,,,,,,,37.0,36.0,39.0,,,,,
2020-04-06 23:00:00,,,,,,,,,,37.0,36.0,37.0,,,,,
2020-04-06 23:10:00,,,,,,,,,,38.0,37.0,38.0,,,,,
2020-04-06 23:20:00,,,,,,,,,,38.0,36.0,40.0,,,,,
2020-04-06 23:30:00,,,,,,,,,,37.0,36.0,37.0,,,,,
2020-04-06 23:40:00,,,,,,,,,,36.0,36.0,36.0,,,,,
2020-04-06 23:50:00,,,,,,,,,,35.0,35.0,37.0,,,,,
2020-04-07 00:00:00,,,,,,,,,,36.0,36.0,36.0,,,,,
2020-04-07 00:10:00,,,,,,,,,,36.0,36.0,37.0,,,,,
2020-04-07 00:20:00,,,,,,,,,,35.0,35.0,37.0,,,,,
2020-04-07 00:30:00,,,,,,,,,,37.0,35.0,37.0,,,,,
2020-04-07 00:40:00,,,,,,,,,,36.0,37.0,37.0,,,,,
2020-04-07 00:50:00,,,,,,,,,,37.0,37.0,37.0,,,,,
2020-04-07 01:00:00,,,,,,,,,,36.0,36.0,37.0,,,,,
2020-04-07 01:10:00,,,,,,,,,,38.0,37.0,38.0,,,,,
2020-04-07 01:20:00,,,,,,,,,,37.0,36.0,37.0,,,,,
2020-04-07 01:30:00,,,,,,,,,,38.0,39.0,37.0,,,,,
2020-04-07 01:40:00,,,,,,,,,,36.0,37.0,37.0,,,,,
2020-04-07 01:50:00,,,,,,,,,,36.0,36.0,37.0,,,,,
2020-04-07 02:00:00,,,,,,,,,,36.0,37.0,36.0,,,,,
2020-04-07 02:10:00,,,,,,,,,,38.0,36.0,39.0,,,,,
2020-04-07 02:20:00,,,,,,,,,,35.0,36.0,35.0,,,,,
2020-04-07 02:30:00,,,,,,,,,,40.0,37.0,36.0,,,,,
2020-04-07 02:40:00,,,,,,,,,,36.0,38.0,38.0,,,,,
2020-04-07 02:50:00,,,,,,,,,,36.0,36.0,37.0,,,,,
2020-04-07 03:00:00,,,,,,,,,,36.0,36.0,38.0,,,,,
2020-04-07 03:10:00,,,,,,,,,,36.0,37.0,37.0,,,,,
2020-04-07 03:20:00,,,,,,,,,,37.0,34.0,37.0,,,,,
2020-04-07 03:30:00,,,,,,,,,,38.0,36.0,37.0,,,,,
2020-04-07 03:40:00,,,,,,,,,,35.0,34.0,37.0,,,,,
2020-04-07 03:50:00,,,,,,,,,,37.0,36.0,37.0,,,,,
2020-04-07 04:00:00,,,,,,,,,,37.0,38.0,38.0,,,,,
2020-04-07 04:10:00,,,,,,,,,,36.0,37.0,36.0,,,,,
2020-04-07 04:20:00,,,,,,,,,,37.0,36.0,38.0,,,,,
2020-04-07 04:30:00,,,,,,,,,,34.0,37.0,38.0,,,,,
2020-04-07 04:40:00,,,,,,,,,,37.0,35.0,36.0,,,,,
2020-04-07 04:50:00,,,,,,,,,,37.0,38.0,38.0,,,,,
2020-04-07 05:00:00,,,,,,,,,,35.0,35.0,38.0,,,,,
2020-04-07 05:10:00,,,,,,,,,,38.0,35.0,37.0,,,,,
2020-04-07 05:20:00,,,,,,,,,,39.0,37.0,611.9646606344835,,,,,
2020-04-07 05:30:00,,,,,,,,,,36.0,37.0,37.0,,,,,
2020-04-07 05:40:00,,,,,,,,,,38.0,62.0,38.0,,,,,
2020-04-07 05:50:00,,,,,,,,,,35.0,37.0,37.0,,,,,
2020-04-07 06:00:00,,,,,,,,,,34.0,36.0,880.8710081613033,,,,,
2020-04-07 06:10:00,,,,,,,,,,38.0,37.0,34.0,,,,,
2020-04-07 06:20:00,,,,,,,,,,36.0,38.0,,,,,,
2020-04-07 06:30:00,,,,,,,,,,48.0,39.0,,,,,,
2020-04-07 06:40:00,,,,,,,,,,,35.0,,,,,,
2020-04-07 06:50:00,,,,60.393,,,,,,,55.0,,,,,,46.0
2020-04-07 07:00:00,,,,56.392,,,,,,,36.0,,,,,,47.0
2020-04-07 07:10:00,,,,,,,,,,,35.0,,,,,,
2020-04-07 07:20:00,,,,,,,,,,,38.0,,,,,,
2020-04-07 07:30:00,,,,,,,,,,,36.0,,,,,,
2020-04-07 07:40:00,,,,,60.0,,,,,,48.0,,,,,,
2020-04-07 07:50:00,,,,,52.0,,,,,,52.0,,,,,,
2020-04-07 08:00:00,,,,,56.0,,,,,,35.0,,,,,,
2020-04-07 08:10:00,,,,,,,,,,,,,,,,,
2020-04-07 08:20:00,,,,,,,,,,,,,,,,,
2020-04-07 08:30:00,,,,,,,,,,,,,,,,,
2020-04-07 08:40:00,,,,,,,,,,,,,,,,,
2020-04-07 08:50:00,,,,,,,,,,,,,,,,,
2020-04-07 09:00:00,,,,,,,,,,,,,,,,,
2020-04-07 09:10:00,,,,,,,,,,,,,,,,,
2020-04-07 09:20:00,,,,,,,,,,,,,,,,,
2020-04-07 09:30:00,,,,,,,,,,,,,,,,,
2020-04-07 09:40:00,,,,,,,,,,,,,,,,,
2020-04-07 09:50:00,,,,,,,,,,,,,,,,,
2020-04-07 10:00:00,,,,,,,,,,,,,,,,,
2020-04-07 10:10:00,,,,,,,,,,,,,,,,,
2020-04-07 10:20:00,,,,,,,,,,,,,,,,,
2020-04-07 10:30:00,,,,,,,,,,,,,,,,,
2020-04-07 10:40:00,,,,,,,,,,,,,,,,,
2020-04-07 10:50:00,,,,,,,,,,,,,,,,,
2020-04-07 11:00:00,,,,,,28.0,,,36.0,,,,,,,,
2020-04-07 11:10:00,,,,,,30.0,,,36.0,,,,,,,,
2020-04-07 11:20:00,,,,,,,,,,,,,,,,,
2020-04-07 11:30:00,,,,,,,,,,,,,,,,,
2020-04-07 11:40:00,,,,,,,,,,,,,,,,,
2020-04-07 11:50:00,,,,,,,,,,,,,,,,,
2020-04-07 12:00:00,,,,,,,,,,,,,41.0,,45.0,,
2020-04-07 12:10:00,,24.0,,,,,,,,,,,41.0,,,,
2020-04-07 12:20:00,,,,,,29.0,,,,,,,42.0,,,,
2020-04-07 12:30:00,,,,,,30.0,,,,,,,39.0,,,,
2020-04-07 12:40:00,,,,,,31.0,,,,,,,42.0,,,,
2020-04-07 12:50:00,,,,,,29.0,16.0,,,,,,40.0,,,,
2020-04-07 13:00:00,,,,,,33.0,30.0,,,,,,41.0,,,,
2020-04-07 13:10:00,,,,,,29.0,,,,,,,,,,,
2020-04-07 13:20:00,,,,,,28.0,,,,,,,,,,,
2020-04-07 13:30:00,,,,,,29.0,,,,,,,,,,,
2020-04-07 13:40:00,,,,,,29.0,,,,,,,,,44.0,,
2020-04-07 13:50:00,,,,,,29.0,,,,,,,,,46.0,,
2020-04-07 14:00:00,,,,,,34.0,,,,,,,,,,,
2020-04-07 14:10:00,,,,,,32.0,,,,,,,,,,,
2020-04-07 14:20:00,,,,,,36.0,,,,,,,,,,,
2020-04-07 14:30:00,,,,,,30.0,,,,,,,,,,,
2020-04-07 14:40:00,,,,,,32.0,,,,,,,,,,,
2020-04-07 14:50:00,,,,,,29.0,,,,,,,,,,,
2020-04-07 15:00:00,,,,,,30.0,,,,,,,,,,,
2020-04-07 15:10:00,,,,,,29.0,,,,,,,,,,,
2020-04-07 15:20:00,,,,,,29.0,,,,,,,,,,,
2020-04-07 15:30:00,,,,,,30.0,,,35.0,,,,,,,,
2020-04-07 15:40:00,,17.0,,,,23.0,,,,,,,,,,,
2020-04-07 15:50:00,,25.0,,,,,,,,,,,,,,,
2020-04-07 16:00:00,,,30.0,,,,,,,,,,,,,,
2020-04-07 16:10:00,,,,,,,,,,,,,,,,,
2020-04-07 16:20:00,,,,,,,,,,,35.0,,,,,,
2020-04-07 16:30:00,,,,,,,,,,,38.0,51.0,,,,,
2020-04-07 16:40:00,,,,,,,,,,,37.0,37.0,,,,,
2020-04-07 16:50:00,,,,,,,,,,,36.0,37.0,,,,,
2020-04-07 17:00:00,,,,,,,14.0,,,,36.0,38.0,,,47.0,,
2020-04-07 17:10:00,,,,,,,17.0,,,47.0,37.0,39.0,,,60.0,,
2020-04-07 17:20:00,,,,,56.0,,17.0,,,49.0,38.0,37.0,,,43.0,,
2020-04-07 17:30:00,,,,,52.0,,,,,37.0,49.0,38.0,,,,,
2020-04-07 17:40:00,,,,,,,,,,37.0,37.0,36.0,,,,,
2020-04-07 17:50:00,,,,,,,,,,36.0,36.0,36.0,,,,,
2020-04-07 18:00:00,,,,,,,,,,35.0,36.0,38.0,,,,,
2020-04-07 18:10:00,,,,,,,,,,35.0,35.0,36.0,,,,,
2020-04-07 18:20:00,,,,,,,,,,37.0,36.0,38.0,,,,,
2020-04-07 18:30:00,,,,,,,,,32.0,37.0,107.0,45.0,,,,,
2020-04-07 18:40:00,,,,,,,,,37.0,37.0,38.0,37.0,,,,,
2020-04-07 18:50:00,,,,,,,,,,36.0,215.0,37.0,,,,,
2020-04-07 19:00:00,,,,,,,,,,37.0,38.0,36.0,,,,,
2020-04-07 19:10:00,,,,,,28.0,,,,36.0,38.0,35.0,,,,,
2020-04-07 19:20:00,,,,,,27.0,,,,39.0,38.0,36.0,,,,,
2020-04-07 19:30:00,,,,,,,,,,36.0,36.0,36.0,,,,,
2020-04-07 19:40:00,,,,,,,,,,37.0,37.0,40.0,,,,,
2020-04-07 19:50:00,,,,,,,,,,37.0,35.0,39.0,,,,,
2020-04-07 20:00:00,,,,,,,,,,36.0,38.0,37.0,,,,,
2020-04-07 20:10:00,,,,,,,,,,37.0,37.0,36.0,,,,,
2020-04-07 20:20:00,,,,,,,,,,36.0,38.0,37.0,,,,,
2020-04-07 20:30:00,,,,,,,,,,51.0,36.0,37.0,,,,,
2020-04-07 20:40:00,,,,,,,,,,35.0,37.0,36.0,,,,,
2020-04-07 20:50:00,,,,,,41.0,,20.0,30.0,36.0,37.0,39.0,,,,,
2020-04-07 21:00:00,,,,,,30.0,,16.0,36.0,38.0,37.0,37.0,,,,,
2020-04-07 21:10:00,,,,,,,,,35.0,36.0,36.0,37.0,,,,,
2020-04-07 21:20:00,,,,,,,,,39.0,35.0,37.0,38.0,,,,,
2020-04-07 21:30:00,,,,,,,,,36.0,38.0,37.0,37.0,,,,,
2020-04-07 21:40:00,,,,,,,,,36.0,37.0,38.0,37.0,,,,,
2020-04-07 21:50:00,,,,,,,,,35.0,35.0,36.0,37.0,,,,,
2020-04-07 22:00:00,,,,,,,,,29.0,37.0,38.0,37.0,,,,,
2020-04-07 22:10:00,,,,,,,,,,35.0,36.0,38.0,,,,,
2020-04-07 22:20:00,,,,,,,,,,36.0,37.0,36.0,,,,,
2020-04-07 22:30:00,,,,,,,,,,34.0,38.0,38.0,,,,,
2020-04-07 22:40:00,,,,,,,,,,645.9396280113526,37.0,37.0,,,,,
2020-04-07 22:50:00,,,,,,,,,,36.0,37.0,37.0,,,,,
2020-04-07 23:00:00,,,,,,,,,,37.0,38.0,38.0,,,,,
2020-04-07 23:10:00,,,,,,,,,,39.0,35.0,38.0,,,,,
2020-04-07 23:20:00,,,,,,,,,,34.0,35.0,37.0,,,,,
2020-04-07 23:30:00,,,,,,,,,,37.0,38.0,37.0,,,,,
2020-04-07 23:40:00,,,,,,,,,,34.0,38.0,37.0,,,,,
2020-04-07 23:50:00,,,,,,,,,,36.0,35.0,37.0,,,,,
2020-04-08 00:00:00,,,,,,,,,,34.0,37.0,37.0,,,,,
2020-04-08 00:10:00,,,,,,,,,,35.0,36.0,37.0,,,,,
2020-04-08 00:20:00,,,,,,,,,,37.0,36.0,38.0,,,,,
2020-04-08 00:30:00,,,,,,,,,,37.0,36.0,36.0,,,,,
2020-04-08 00:40:00,,,,,,,,,,36.0,36.0,39.0,,,,,
2020-04-08 00:50:00,,,,,,,,,,36.0,39.0,36.0,,,,,
2020-04-08 01:00:00,,,,,,,,,,38.0,37.0,36.0,,,,,
2020-04-08 01:10:00,,,,,,,,,,36.0,36.0,38.0,,,,,
2020-04-08 01:20:00,,,,,,,,,,35.0,35.0,36.0,,,,,
2020-04-08 01:30:00,,,,,,,,,,36.0,36.0,37.0,,,,,
2020-04-08 01:40:00,,,,,,,,,,38.0,38.0,36.0,,,,,
2020-04-08 01:50:00,,,,,,,,,,35.0,36.0,37.0,,,,,
2020-04-08 02:00:00,,,,,,,,,,36.0,38.0,39.0,,,,,
2020-04-08 02:10:00,,,,,,,,,,35.0,38.0,37.0,,,,,
2020-04-08 02:20:00,,,,,,,,,,36.0,37.0,36.0,,,,,
2020-04-08 02:30:00,,,,,,,,,,36.0,34.0,37.0,,,,,
2020-04-08 02:40:00,,,,,,,,,,36.0,35.0,37.0,,,,,
2020-04-08 02:50:00,,,,,,,,,,35.0,36.0,37.0,,,,,
2020-04-08 03:00:00,,,,,,,,,,37.0,37.0,39.0,,,,,
2020-04-08 03:10:00,,,,,,,,,,36.0,38.0,36.0,,,,,
2020-04-08 03:20:00,,,,,,,,,,36.0,39.0,36.0,,,,,
2020-04-08 03:30:00,,,,,,,,,,37.0,37.0,38.0,,,,,
2020-04-08 03:40:00,,,,,,,,,,36.0,38.0,39.0,,,,,
2020-04-08 03:50:00,,,,,,,,,,37.0,36.0,37.0,,,,,
2020-04-08 04:00:00,,,,,,,,,,36.0,36.0,37.0,,,,,
2020-04-08 04:10:00,,,,,,,,,,37.0,37.0,37.0,,,,,
2020-04-08 04:20:00,,,,,,,,,,37.0,37.0,38.0,,,,,
2020-04-08 04:30:00,,,,,,,,,,39.0,34.0,36.0,,,,,
2020-04-08 04:40:00,,,,,,,,,,37.0,37.0,38.0,,,,,
2020-04-08 04:50:00,,,,,,,,,,36.0,36.0,37.0,,,,,
2020-04-08 05:00:00,,,,,,,,,,37.0,36.0,38.0,,,,,
2020-04-08 05:10:00,,,,,,,,,,36.0,36.0,37.0,,,,,
2020-04-08 05:20:00,,,,,,,,,,35.0,36.0,37.0,,,,,
2020-04-08 05:30:00,,,,,,,,,,35.0,38.0,37.0,,,,,
2020-04-08 05:40:00,,,,,,,,,,35.0,37.0,37.0,,,,,
2020-04-08 05:50:00,,,,,,,,,,37.0,36.0,36.0,,,,,
2020-04-08 06:00:00,,,,,,,,,,736.8000965858496,36.0,37.0,,,,,
2020-04-08 06:10:00,,,,,,,,,,50.0,40.0,38.0,,,,,
2020-04-08 06:20:00,,,,,,,,,,,37.0,37.0,,,,,
2020-04-08 06:30:00,,,,,,,,,,,37.0,38.0,,,,,
2020-04-08 06:40:00,,,,,50.0,,,,,,35.0,37.0,,,,,
2020-04-08 06:50:00,,,,,64.0,,,,,,49.0,37.0,,,,,
2020-04-08 07:00:00,,,,,56.0,,,20.0,,,47.0,38.0,,,,,
2020-04-08 07:10:00,,,,,,,,21.0,,,,37.0,,,,,
2020-04-08 07:20:00,,,,64.611,,,,,,,,38.0,,,,,
2020-04-08 07:30:00,,,,78.735,,,,,,,,37.0,,,,,
2020-04-08 07:40:00,,,,,,,,,,,,39.0,,,,,
2020-04-08 07:50:00,,,,,,,,,,,,38.0,,,,,
2020-04-08 08:00:00,,,,,,,,,,,,38.0,,,,,
2020-04-08 08:10:00,,,,,,,,,,,,37.0,,,,,
2020-04-08 08:20:00,,,,,,,,,,,,36.0,,,,,
2020-04-08 08:30:00,,,,,,,,,,,,37.0,,,,,
2020-04-08 08:40:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 08:50:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 09:00:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 09:10:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 09:20:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 09:30:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 09:40:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 09:50:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 10:00:00,,,,,,27.095210056875754,,,35.22969933173301,,,32.0,,,,,
2020-04-08 10:10:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 10:20:00,,,12.969137415608234,,,,,,,,,32.0,,,,,
2020-04-08 10:30:00,,,39.052444074969905,,,,,,,,,32.0,,,,,
2020-04-08 10:40:00,,,24.226814817253327,,,,,,,,,32.0,,,,,
2020-04-08 10:50:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 11:00:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 11:10:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 11:20:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 11:30:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 11:40:00,,52.3990600709595,,,,,,,,,,32.0,,,,,
2020-04-08 11:50:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 12:00:00,,,,,,,,,,,,32.0,,,,,
2020-04-08 12:10:00,,,,,,,,,,,,,,,,,
2020-04-08 12:20:00,,,,,,,,,,,,,,,,,
2020-04-08 12:30:00,,,,,,,,,,,,,,,,,
2020-04-08 12:40:00,,,,,,,,,,,,,,,,,
2020-04-08 12:50:00,,,,,,,,,,,,,,,,,
2020-04-08 13:00:00,,,,,,24.66369984322413,,,,,,,,,,,
2020-04-08 13:10:00,,,,,,29.73360054953689,,,,,,,,,,,
2020-04-08 13:20:00,,,,,,28.201549400690645,,,,,,,,,,,
2020-04-08 13:30:00,,,,,,26.57945153359855,,,,,,,,,,,
