Timestamp,mobile-8,mobile-9,mobile-6,mobile-11,mobile-5,mobile-47,mobile-12,mobile-46,mobile-10,mobile-7,mobile-21,mobile-44,mobile-49,mobile-1,mobile-23,mobile-40,mobile-36,mobile-14,mobile-31,mobile-13
2020-04-06 22:00:00,,23.0,22.0,22.0,17.0,16.0,22.0,17.0,29.0,,,,,,,,,46.0,50.0,
2020-04-06 22:10:00,,24.0,22.0,24.0,17.0,17.0,20.0,18.0,30.0,,,,,,,,,46.0,47.0,
2020-04-06 22:20:00,,25.0,24.0,21.0,18.0,16.0,16.0,18.0,30.0,,,,,,,,,48.0,47.0,
2020-04-06 22:30:00,,26.0,22.0,20.0,16.0,16.0,16.0,19.0,30.0,,,,,,,,,50.0,45.0,
2020-04-06 22:40:00,,22.0,22.0,18.0,19.0,15.0,18.0,19.0,31.0,,,,,,,,,50.0,46.0,
2020-04-06 22:50:00,,27.0,22.0,22.0,15.0,21.0,16.0,20.0,28.0,,,,,,,,,48.0,44.0,
2020-04-06 23:00:00,,25.0,548.5543269982453,23.0,18.0,18.0,16.0,16.0,35.0,,,,,,,,,47.0,49.0,
2020-04-06 23:10:00,,23.0,21.0,22.0,16.0,16.0,17.0,16.0,32.0,,,,,,,,,47.0,45.0,
2020-04-06 23:20:00,,25.0,23.0,25.0,18.0,18.0,20.0,15.0,30.0,,,,,,,,,46.0,46.0,
2020-04-06 23:30:00,,24.0,22.0,23.0,15.0,19.0,18.0,18.0,31.0,,,,,,,,,48.0,46.0,
2020-04-06 23:40:00,,27.0,23.0,23.0,18.0,16.0,16.0,20.0,32.0,,,,,,,,,45.0,49.0,
2020-04-06 23:50:00,,22.0,25.0,22.0,17.0,18.0,16.0,19.0,30.0,,,,,,,,,48.0,44.0,
2020-04-07 00:00:00,,24.0,24.0,24.0,17.0,18.0,20.0,21.0,27.0,,,,,,,,,45.0,46.0,
2020-04-07 00:10:00,,25.0,22.0,21.0,18.0,16.0,18.0,17.0,35.0,,,,,,,,,46.0,48.0,
2020-04-07 00:20:00,,24.0,738.1067354301426,21.0,20.0,17.0,19.0,16.0,38.0,,,,,,,,,46.0,47.0,
2020-04-07 00:30:00,,25.0,21.0,23.0,16.0,16.0,15.0,16.0,32.0,,,,,,,,,45.0,46.0,
2020-04-07 00:40:00,,25.0,20.0,22.0,16.0,16.0,19.0,16.0,29.0,,,,,,,,,46.0,47.0,
2020-04-07 00:50:00,,23.0,23.0,24.0,18.0,18.0,16.0,16.0,28.0,,,,,,,,,48.0,45.0,
2020-04-07 01:00:00,,22.0,24.0,26.0,15.0,18.0,20.0,18.0,27.0,,,,,,,,,48.0,45.0,
2020-04-07 01:10:00,,28.0,23.0,21.0,19.0,16.0,18.0,17.0,33.0,,,,,,,,,47.0,46.0,
2020-04-07 01:20:00,,22.0,22.0,20.0,18.0,16.0,19.0,16.0,26.0,,,,,,,,,48.0,48.0,
2020-04-07 01:30:00,,24.0,22.0,23.0,18.0,20.0,16.0,16.0,28.0,,,,,,,,,47.0,49.0,
2020-04-07 01:40:00,,23.0,22.0,18.0,18.0,19.0,225.20796296002618,18.0,26.0,,,,,,,,,47.0,49.0,
2020-04-07 01:50:00,,28.0,24.0,21.0,18.0,17.0,19.0,17.0,33.0,,,,,,,,,48.0,45.0,
2020-04-07 02:00:00,,22.0,23.0,18.0,19.0,18.0,18.0,88.0,30.0,,,,,,,,,48.0,46.0,
2020-04-07 02:10:00,,24.0,22.0,25.0,20.0,18.0,19.0,18.0,28.0,,,,,,,,,47.0,47.0,
2020-04-07 02:20:00,,26.0,22.0,21.0,16.0,19.0,17.0,17.0,31.0,,,,,,,,,47.0,46.0,
2020-04-07 02:30:00,,26.0,23.0,18.0,14.0,15.0,23.0,21.0,29.0,,,,,,,,,46.0,47.0,
2020-04-07 02:40:00,,22.0,22.0,26.0,17.0,14.0,18.0,18.0,32.0,,,,,,,,,45.0,50.0,
2020-04-07 02:50:00,,23.0,21.0,21.0,17.0,17.0,19.0,32.0,31.0,,,,,,,,,47.0,48.0,
2020-04-07 03:00:00,,25.0,22.0,20.0,18.0,16.0,18.0,18.0,30.0,,,,,,,,,50.0,48.0,
2020-04-07 03:10:00,,26.0,21.0,24.0,18.0,17.0,17.0,18.0,30.0,,,,,,,,,49.0,47.0,
2020-04-07 03:20:00,,25.0,21.0,21.0,15.0,16.0,17.0,17.0,30.0,,,,,,,,,47.0,48.0,
2020-04-07 03:30:00,,23.0,23.0,22.0,16.0,19.0,20.0,18.0,29.0,,,,,,,,,48.0,47.0,
2020-04-07 03:40:00,,24.0,26.0,19.0,15.0,17.0,18.0,19.0,29.0,,,,,,,,,49.0,46.0,
2020-04-07 03:50:00,,24.0,23.0,20.0,16.0,18.0,18.0,20.0,34.0,,,,,,,,,46.0,47.0,
2020-04-07 04:00:00,,22.0,22.0,19.0,22.0,16.0,20.0,18.0,26.0,,,,,,,,,45.0,47.0,
2020-04-07 04:10:00,,25.0,22.0,26.0,15.0,18.0,17.0,18.0,37.0,,,,,,,,,46.0,45.0,
2020-04-07 04:20:00,,22.0,22.0,20.0,18.0,17.0,18.0,18.0,29.0,,,,,,,,,46.0,45.0,
2020-04-07 04:30:00,,23.0,23.0,23.0,16.0,18.0,20.0,20.0,31.0,,,,,,,,,45.0,46.0,
2020-04-07 04:40:00,,25.0,21.0,25.0,18.0,17.0,18.0,17.0,30.0,,,,,,,,,48.0,46.0,
2020-04-07 04:50:00,,22.0,22.0,20.0,16.0,18.0,20.0,1263.7807800959986,30.0,,,,,,,,,47.0,47.0,
2020-04-07 05:00:00,,22.0,22.0,23.0,16.0,16.0,20.0,19.0,32.0,,,,,,,,,45.0,46.0,
2020-04-07 05:10:00,,24.0,21.0,20.0,18.0,17.0,18.0,17.0,27.0,,,,,,,,,47.0,45.0,
2020-04-07 05:20:00,,22.0,21.0,23.0,18.0,17.0,17.0,19.0,31.0,,,,,,,,,48.0,45.0,
2020-04-07 05:30:00,,23.0,22.0,21.0,16.0,16.0,22.0,20.0,30.0,,,,,,,,,45.0,46.0,
2020-04-07 05:40:00,,27.0,22.0,22.0,16.0,16.0,19.0,18.0,29.0,,,,,,,,,44.0,46.0,
2020-04-07 05:50:00,,23.0,22.0,21.0,14.0,17.0,18.0,19.0,29.0,,,,,,,,,48.0,46.0,
2020-04-07 06:00:00,,25.0,23.0,19.0,21.0,16.0,18.0,19.0,34.0,,,,,,,,,46.0,46.0,
2020-04-07 06:10:00,,24.0,22.0,24.0,16.0,14.0,20.0,18.0,31.0,,,,,,,,,46.0,42.0,
2020-04-07 06:20:00,,25.0,21.0,20.0,18.0,18.0,18.0,19.0,28.0,,,,,,,,,46.0,,
2020-04-07 06:30:00,,25.0,23.0,20.0,16.0,16.0,18.0,16.0,5.0,,,,,,,,,,,
2020-04-07 06:40:00,,25.0,22.0,20.0,18.0,19.0,19.0,18.0,,,,,,,,,,,,
2020-04-07 06:50:00,,25.0,23.0,19.0,15.0,15.0,18.0,22.0,,,,,,,,,,,,
2020-04-07 07:00:00,,26.0,21.0,20.0,18.0,,16.0,17.0,,,,,,,,,,,,
2020-04-07 07:10:00,,24.0,22.0,22.0,15.0,,16.0,17.0,,,,,,,,,,,,
2020-04-07 07:20:00,,22.0,22.0,19.0,18.0,,16.0,20.0,,,,,,,,,,,,
2020-04-07 07:30:00,,25.0,21.0,18.0,16.0,,15.0,19.0,,,,,,,,,,,,
2020-04-07 07:40:00,,22.0,24.0,20.0,17.0,,19.0,,,,,,,,,,,,,
2020-04-07 07:50:00,,22.0,21.0,20.0,15.0,,18.0,,,,,,,,,,,,,
2020-04-07 08:00:00,,20.0,23.0,18.0,,,16.0,,,,,,,,,,,,,
2020-04-07 08:10:00,41.056999999999995,22.0,22.0,22.0,,,17.0,,,,,,,,,,,,,
2020-04-07 08:20:00,,25.0,22.0,21.0,,,14.0,,,,,52.0,,,,,,,,
2020-04-07 08:30:00,,25.0,23.0,21.0,,,16.0,,,,,52.0,,,,,,,,
2020-04-07 08:40:00,,28.0,22.0,20.0,,,15.0,,,,,54.0,,,,,,,,
2020-04-07 08:50:00,,27.0,22.0,20.0,,,18.0,,,,,50.0,,,,,,,,
2020-04-07 09:00:00,,25.0,22.0,22.0,,,16.0,,,,,56.0,,,,,,,,
2020-04-07 09:10:00,,22.0,22.0,19.0,,,18.0,,,,,48.0,,,,,,,,
2020-04-07 09:20:00,,22.0,22.0,21.0,,,16.0,,,,,48.0,,,,,,,,
2020-04-07 09:30:00,,25.0,21.0,21.0,,,17.0,,,,,52.0,,,,,,,,
2020-04-07 09:40:00,,23.0,22.0,21.0,,,16.0,,,,,60.0,,,,,,,,
2020-04-07 09:50:00,,24.0,22.0,20.0,,,16.0,,,,,64.0,,,,,,,,
2020-04-07 10:00:00,,24.0,21.0,18.0,,,22.0,,,,,56.0,,,,,,,,
2020-04-07 10:10:00,,24.0,22.0,23.0,,,15.0,,,,,52.0,,,,,,,,
2020-04-07 10:20:00,,23.0,22.0,22.0,,,,,,,,54.0,,,,,,,,
2020-04-07 10:30:00,,23.0,22.0,22.0,,,,,,,,60.0,,,,,,,,
2020-04-07 10:40:00,,22.0,23.0,21.0,,,,,,,,52.0,,,,,,,,
2020-04-07 10:50:00,,25.0,23.0,22.0,,,,,,,,56.0,,,,,,,,
2020-04-07 11:00:00,,24.0,23.0,21.0,,,,,,,,58.0,,,,,,,,
2020-04-07 11:10:00,,21.0,22.0,19.0,,,,,,,,60.0,,,,,,,,
2020-04-07 11:20:00,,23.0,23.0,21.0,,,,,,,,52.0,,,,,,,,
2020-04-07 11:30:00,,25.0,22.0,19.0,,,,,,,,54.0,,,,,,,,47.0
2020-04-07 11:40:00,,21.0,23.0,29.0,,,,,,,,60.0,,,,,,,,51.0
2020-04-07 11:50:00,,,21.0,23.0,,,,,,,,56.0,,,,,,,,48.0
2020-04-07 12:00:00,,,23.0,,,,,,,,,46.0,,,,,,,,49.0
2020-04-07 12:10:00,,,29.0,,,,,,,,,48.0,,,,,47.0,,,
2020-04-07 12:20:00,,,21.0,,,,,,,,,50.0,,,,,48.0,48.0,,
2020-04-07 12:30:00,,,,,,,,,,,,52.0,,,,,47.0,46.0,,
2020-04-07 12:40:00,,,,,,,,,,,,50.0,,,,,48.0,45.0,,
2020-04-07 12:50:00,,,,,,,,,,,,52.0,,,,,50.0,46.0,,
2020-04-07 13:00:00,,,,,,,,,,,,58.0,,,,,44.0,46.0,,
2020-04-07 13:10:00,,,,,,,,,,,,762.2711908383792,,,,,48.0,44.0,,
2020-04-07 13:20:00,,,,,,,,,,,,54.0,,,,,46.0,46.0,,
2020-04-07 13:30:00,,,,,,,,,,,,78.0,,,,,47.0,46.0,,
2020-04-07 13:40:00,,,,,,,,,,,,62.0,19.0,,,,47.0,45.0,,
2020-04-07 13:50:00,,,,,,,,,,,,54.0,,,,,46.0,48.0,,
2020-04-07 14:00:00,,,,,,,,,,,,58.0,,,,,50.0,47.0,,
2020-04-07 14:10:00,,,,,,,,,,,,52.0,,,,,45.0,48.0,,
2020-04-07 14:20:00,,,,,,,,,,,,60.0,,,,,46.0,47.0,,
2020-04-07 14:30:00,,,,,,,,,,,,50.0,,,,,47.0,46.0,,
2020-04-07 14:40:00,,,,,,,,,,,,56.0,,,,,51.0,45.0,,
2020-04-07 14:50:00,,,,,,,,,,,,50.0,,,,,45.0,44.0,,
2020-04-07 15:00:00,,,,,,,,,,,,52.0,,,,,,45.0,,
2020-04-07 15:10:00,,,,,,,,,,,,54.0,,,,,,47.0,,
2020-04-07 15:20:00,,,,,,,,,,,,58.0,,,,,,46.0,,
2020-04-07 15:30:00,,,,,,,,,,,,58.0,,,,,,49.0,,
2020-04-07 15:40:00,,,,,,,,,,,,50.0,,,,,,49.0,,
2020-04-07 15:50:00,,,,,,,10.0,,,,,54.0,,,,,,49.0,,
2020-04-07 16:00:00,,,,,,,17.0,,,,,56.0,,,,,,46.0,,
2020-04-07 16:10:00,,,,,11.0,,16.0,,,,,66.0,,,,,,47.0,,
2020-04-07 16:20:00,,20.0,,,18.0,,18.0,,,,,60.0,16.0,,,,,44.0,,48.0
2020-04-07 16:30:00,,23.0,,20.0,15.0,,16.0,,,,,58.0,17.0,,,,,45.0,,50.0
2020-04-07 16:40:00,,25.0,22.0,25.0,18.0,,18.0,,,,,56.0,15.0,,,,,45.0,,53.0
2020-04-07 16:50:00,,23.0,24.0,24.0,20.0,,18.0,16.0,33.0,,,54.0,,,,,,44.0,,
2020-04-07 17:00:00,,24.0,41.0,19.0,16.0,11.0,15.0,20.0,37.0,,,,,,,,,44.0,44.0,
2020-04-07 17:10:00,,24.0,24.0,20.0,17.0,16.0,16.0,18.0,29.0,,,,,,,,,47.0,45.0,
2020-04-07 17:20:00,,24.0,26.0,17.0,16.0,398.9144914126754,17.0,18.0,34.0,,,,,,,,,49.0,48.0,
2020-04-07 17:30:00,,25.0,25.0,22.0,15.0,16.0,19.0,18.0,29.0,,,,,,,,,46.0,48.0,
