Timestamp,mobile-19,mobile-18,mobile-20,mobile-17,mobile-5,mobile-38,mobile-4,mobile-36,mobile-16,mobile-2,mobile-7,mobile-27,mobile-47,mobile-1,mobile-44,mobile-15,mobile-9,mobile-25,mobile-3,mobile-41,mobile-23,mobile-37,mobile-50,mobile-31,mobile-13,mobile-10,mobile-11,static-4
2020-04-07 12:00:00,,,31.0,,26.0,25.0,16.0,,,,22.0,5.2,,57.09217836146603,,,,32.0,35.0,,,,,,44.0,,,19.866
2020-04-07 14:00:00,,,27.0,,5.6,24.0,,,,,,5.6,,,,,,,37.6,,,,,,,,,19.999000000000002
2020-04-07 16:00:00,37.11,45.3054,,,23.0,25.0,,,,,,24.0,42.0,62.36640967519637,46.0,59.642,,,33.8,,41.0,,47.0,,,44.0,,19.972
2020-04-07 18:00:00,,,,,,,,,,,,,,,50.0,538.9131628368276,,,,,,,,34.0,,,,19.883
2020-04-07 20:00:00,,,,21.0,,,,,,,,,,,54.0,67.95400000000001,,,,,,,,,,,,19.996
2020-04-07 22:00:00,,,,,,,,,,,,,,,50.0,65.158,,,,,,,,,,,,958.155
2020-04-08 00:00:00,,,,,,,,,,,,,,,741.9485344771488,64.209,,,,,,,,,,,,19.988
2020-04-08 02:00:00,,,,,,,,,,,,,,,50.0,69.181,,,,,,,,,,,,19.996
2020-04-08 04:00:00,,,,,,,,,,,,,,,56.0,70.85300000000002,,,,,,,,,,,,19.869
2020-04-08 06:00:00,,44.99125,,29.0,,24.0,14.0,,,,,,41.0,51.898135624060224,50.0,71.36,,,,,46.0,,48.0,,,,,19.985
2020-04-08 08:00:00,,,,,,22.050247252832346,,,,,,,,,,,,,41.33653957165116,,,,,,,,,20.102
2020-04-08 10:00:00,,43.98578141353384,,,,23.645964415104004,,,,,,,,,,,,,40.879770081314675,,,,,,,,,20.42
2020-04-08 12:00:00,,,,,24.56450296261143,672.4132004753043,8.355221043914309,,,,,22.995049502070323,,,,,,,605.257637100077,,,,,,,,,898.681
2020-04-08 14:00:00,,,,,456.4223410556318,25.323869570724252,,,,,,8.866807179201244,,,,,15.0,,984.6350443347302,,,,,,,,,21.127
2020-04-08 16:00:00,36.372,,,,22.903543333673905,22.28447547880633,,,,,,23.984658087639932,44.926122766798684,45.085634665160896,49.20927528055047,47.613637390523955,,,40.502755283649115,,44.634560144603384,53.24320126660207,47.794945933762506,42.86643529813472,,37.0,,195.535
2020-04-08 18:00:00,,,,,,,,,,,,,,,481.3326617574919,66.05866768175157,,,,,,52.16609440452571,,949.4730880503188,,,213.8036497882188,21.996
2020-04-08 20:00:00,,,,,,,,,,,,,,,988.6717468421756,63.224651191672535,,,,,,,,,,,1033.556682642426,22.625
2020-04-08 22:00:00,,,,,,,,,,,,,,,51.649163260783176,669.4634677015192,,,,,,,,,,,,22.798000000000002
2020-04-09 00:00:00,,,,,,,,,,,,,,,51.20807225685839,72.54919864924801,,,,,,,,,,,,917.947
2020-04-09 02:00:00,,,,,,,,,,,,,,,51.20627368903009,82.76862862708738,,,,,,,,,,,,22.765
2020-04-09 04:00:00,,,,,,,,,,,,,,,57.61889244914745,590.283308261534,,,,,,,,,,,,514.516
2020-04-09 06:00:00,,,,,,,,,,,,101.59213063419621,43.875317156967675,,796.0296065697553,1030.9306962117503,,,,,,,50.7730567918124,,109.60858902268005,,,23.416
2020-04-09 08:00:00,,,29.36642567543433,,,,,,,,,147.59528460405556,,,,925.8510317503303,,,,,,,,,58.00923327111339,,47.544151151658255,689.66
2020-04-09 10:00:00,,,,,,,,,,31.691941378123826,,17.461566598729817,,,,676.1874332146695,,,,31.34038837518917,,,,,57.11478652132328,,,706.0319999999999
2020-04-09 12:00:00,,,,,,,,,,28.743452602911987,,984.6030988011673,,57.36476762402173,,909.798292881224,,,,27.259073597748383,,,,,56.41151829987317,,,27.430999999999997
2020-04-09 14:00:00,,,,,,,,,,,,517.2137933387407,,,,,,,,,,,,,52.200849838690566,,,593.7180000000001
2020-04-09 16:00:00,,,,,,,,,,,,33.063059344294174,55.04959534516717,286.80327094802965,285.44861943161067,,,,,,,61.371969722577674,53.623357279871385,,,,,907.0110000000001
2020-04-09 18:00:00,,,,,,,,,,,,,,,311.3266683005074,,,,,,,60.10959360383114,,,,,,27.686999999999998
2020-04-09 20:00:00,,443.1147486947989,,,,,,,,,,,,,583.5055244864553,,,,,,,,,,,,,319.952
2020-04-09 22:00:00,,,,,,,,,,,,,,,61.853917977044404,,,,,,,,,,,,,27.076999999999998
2020-04-10 00:00:00,,,,,,,,777.6544301162379,,,,,,,55.70555090712698,,,,,,,,,,,,,26.61
2020-04-10 02:00:00,,,,,,,,685.9837698307932,,,,,,,643.5799601106634,,,,,,,,,,,,,244.04
2020-04-10 04:00:00,,,,,,,,501.10474059343835,,,,,282.46889129179715,,68.25816852749878,,,,,,,,,,,,,345.481
2020-04-10 06:00:00,,,,,,,,27.999531078869072,,,,,,,62.58382628410193,,,,,,,,57.16374015824499,,63.10036796296729,,,555.82
2020-04-10 08:00:00,,,33.843431149312,,,,,,,,,,,,,,,,,,,,,,61.35582525969036,,,763.625
2020-04-10 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.9260000000002
2020-04-10 12:00:00,,,,,,,,,,,,,,53.634688561584646,,,,,,,,,,,,,55.878182649221,703.562
2020-04-10 14:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.75
2020-04-10 16:00:00,,,,,,,,,,,,,,705.9266219163229,706.3647399115042,,,,,,,60.14831532953792,63.3003212714641,,,,,621.61
2020-04-10 18:00:00,,,,,,,,,,,,,,,580.5550346775568,,,,,,,,,,,,,29.051
2020-04-10 20:00:00,,,,,,,,,,,,,,,460.709396209418,,,,,,,62.869255170221884,,,,,,756.936
2020-04-10 22:00:00,,,,,34.34564131149282,,,,32.348021375195266,,,,,,61.91979605483356,,,,,,,,,,,,,29.515
2020-04-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
