Timestamp,mobile-42,mobile-14,mobile-44,mobile-21,mobile-20,mobile-33,mobile-37,mobile-41,mobile-23,mobile-34,mobile-24,mobile-10,mobile-32,mobile-31,mobile-27,mobile-35,mobile-15,mobile-47,mobile-45,mobile-13,mobile-22,mobile-39,mobile-9,mobile-46
2020-04-08 20:00:00,,,,,,,,,,,,,,,,,,,,1115.3002509629302,,,,
2020-04-08 22:00:00,,,,41.35258737927579,,,,,,,,,,,,,,,,70.77968756002501,,,,
2020-04-09 00:00:00,,,,,,,,,,,,,,,,,,,,68.84644038828108,,,,
2020-04-09 02:00:00,,,,,,,,,,,,,,,,,,,,69.8945330951507,,,,
2020-04-09 04:00:00,,,,,,,,,,,,,,,,,,,,71.15404318672032,,,,
2020-04-09 06:00:00,,,,,,,,,,,,,,,,,,,,134.1755090792931,,,,
2020-04-09 08:00:00,,,,,,,,,,,,,,,,,,,,73.03541671972349,,,,
2020-04-09 10:00:00,,,,,,,,,,,,,,,,,,,,66.37281691525389,,,,
2020-04-09 12:00:00,,,,,,,,,,,,,,45.57213031968672,,,76.9456725842561,,73.20946424091645,71.5113446150966,,,,
2020-04-09 14:00:00,,,,,,,,,,,,,,,,,979.2265889012863,,77.9795721983463,71.77412618851791,,,,
2020-04-09 16:00:00,,,,,,,,,,,,,,66.70326836379125,,,1007.7449782323531,,76.4095967621767,759.8726556037496,,,,
2020-04-09 18:00:00,,,,,,,,,,,,,,,,,,,,797.734404008374,,,,
2020-04-09 20:00:00,,,,,,,,,,,,,,,,,,,,260.314918662428,,,,
2020-04-09 22:00:00,,,,,,,,,,,,,,,,,,,,75.19690679926997,,,,
2020-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,663.264054919809,,,,
2020-04-10 02:00:00,,,,,,,,,,,,,,,,,,,,738.3761507635002,,,,
2020-04-10 04:00:00,,,,,,,,,,,,,,,,,,,,533.6142429012248,,,,
2020-04-10 06:00:00,,,,,,,,,,,,,,52.89899459010479,,,81.871702432319,,,833.1230169145848,,,,
2020-04-10 08:00:00,,,,,,,,,,,,,,,,,315.37257652386,,732.4340334834094,446.5512770489862,75.11308149450511,,,
2020-04-10 10:00:00,,,,,,,,,,,,,,,,,284.36794086224046,,672.715609396119,727.7793923489453,70.29148868969837,,,
2020-04-10 12:00:00,,,,,,,,,,,,,,,,,83.28161189354658,,808.0566501447482,662.6865893738533,772.6564130873228,,,
2020-04-10 14:00:00,,,,,,,,,,,,,,,,,416.8738387162217,,78.51343022161507,78.29567528569811,358.0501396532525,,,
2020-04-10 16:00:00,,,,,,,,,,,,,,454.7129323209717,,,82.86751367970524,,610.0140733381438,700.4940777330572,69.33717297369415,,,
2020-04-10 18:00:00,,,,,,,,,,,,,,,,,,,,380.6583758384739,,,,
2020-04-10 20:00:00,,,,65.60802320207314,,,,,,,,,,,,,,,,450.5973155293631,,,73.51690013128679,
2020-04-10 22:00:00,,,,47.180293207445175,,,,,,,,,,,,,,,,790.7578830483851,,,76.86728155705025,
2020-04-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
